Time,Crack Length,Force,Temperature
0.0,-0.4359876835898232,1600.0,973.0
1.0,-0.4358368187107737,1600.0,973.0
2.0,-0.4356859541105073,1600.0,973.0
3.0,-0.435535089789024,1600.0,973.0
4.0,-0.43538422574632385,1600.0,973.0
5.0,-0.43523336198240686,1600.0,973.0
6.0,-0.4350824984972729,1600.0,973.0
7.0,-0.43493163529092205,1600.0,973.0
8.0,-0.43478077236335433,1600.0,973.0
9.0,-0.4346299097145697,1600.0,973.0
10.0,-0.4344790473445682,1600.0,973.0
11.0,-0.4343281852533499,1600.0,973.0
12.0,-0.43417732344091453,1600.0,973.0
13.0,-0.43402646190726235,1600.0,973.0
14.0,-0.43387560065239333,1600.0,973.0
15.0,-0.4337247396763074,1600.0,973.0
16.0,-0.4335738789790046,1600.0,973.0
17.0,-0.4334230185604849,1600.0,973.0
18.0,-0.43327215842074823,1600.0,973.0
19.0,-0.43312129855979475,1600.0,973.0
20.0,-0.43297043897762433,1600.0,973.0
21.0,-0.43281957967423706,1600.0,973.0
22.0,-0.43266872064963285,1600.0,973.0
23.0,-0.43251786190381186,1600.0,973.0
24.0,-0.43236700343677387,1600.0,973.0
25.0,-0.4322161452485191,1600.0,973.0
26.0,-0.43206528733904737,1600.0,973.0
27.0,-0.43191442970835875,1600.0,973.0
28.0,-0.43176357235645324,1600.0,973.0
29.0,-0.43161271528333084,1600.0,973.0
30.0,-0.43146185848899155,1600.0,973.0
31.0,-0.4313110019734354,1600.0,973.0
32.0,-0.4311601457366623,1600.0,973.0
33.0,-0.43100928977867237,1600.0,973.0
34.0,-0.43085843409946556,1600.0,973.0
35.0,-0.43070757869904186,1600.0,973.0
36.0,-0.43055672357740127,1600.0,973.0
37.0,-0.43040586873454373,1600.0,973.0
38.0,-0.43025501417046935,1600.0,973.0
39.0,-0.43010415988517803,1600.0,973.0
40.0,-0.4299533058786699,1600.0,973.0
41.0,-0.4298024521509448,1600.0,973.0
42.0,-0.42965159870200287,1600.0,973.0
43.0,-0.42950074553184403,1600.0,973.0
44.0,-0.42934989264046836,1600.0,973.0
45.0,-0.42919904002787573,1600.0,973.0
46.0,-0.4290481876940662,1600.0,973.0
47.0,-0.42889733563903987,1600.0,973.0
48.0,-0.42874648386279657,1600.0,973.0
49.0,-0.4285956323653363,1600.0,973.0
50.0,-0.4284447811466593,1600.0,973.0
51.0,-0.4282939302067653,1600.0,973.0
52.0,-0.42814307954565456,1600.0,973.0
53.0,-0.4279922291633268,1600.0,973.0
54.0,-0.4278413790597822,1600.0,973.0
55.0,-0.4276905292350207,1600.0,973.0
56.0,-0.4275396796890423,1600.0,973.0
57.0,-0.42738883042184705,1600.0,973.0
58.0,-0.42723798143343483,1600.0,973.0
59.0,-0.42708713272380583,1600.0,973.0
60.0,-0.4269362842929598,1600.0,973.0
61.0,-0.426785436140897,1600.0,973.0
62.0,-0.42663458826761724,1600.0,973.0
63.0,-0.4264837406731206,1600.0,973.0
64.0,-0.4263328933574072,1600.0,973.0
65.0,-0.4261820463204768,1600.0,973.0
66.0,-0.4260311995623295,1600.0,973.0
67.0,-0.42588035308296535,1600.0,973.0
68.0,-0.42572950688238426,1600.0,973.0
69.0,-0.42557866096058633,1600.0,973.0
70.0,-0.42542781531757146,1600.0,973.0
71.0,-0.42527696995333975,1600.0,973.0
72.0,-0.4251261248678911,1600.0,973.0
73.0,-0.42497528006122565,1600.0,973.0
74.0,-0.42482443553334326,1600.0,973.0
75.0,-0.4246735912842439,1600.0,973.0
76.0,-0.4245227473139278,1600.0,973.0
77.0,-0.42437190362239474,1600.0,973.0
78.0,-0.42422106020964473,1600.0,973.0
79.0,-0.42407021707567794,1600.0,973.0
80.0,-0.4239193742204942,1600.0,973.0
81.0,-0.42376853164409356,1600.0,973.0
82.0,-0.42361768934647603,1600.0,973.0
83.0,-0.4234668473276417,1600.0,973.0
84.0,-0.4233160055875904,1600.0,973.0
85.0,-0.4231651641263222,1600.0,973.0
86.0,-0.4230143229438372,1600.0,973.0
87.0,-0.4228634820401352,1600.0,973.0
88.0,-0.4227126414152164,1600.0,973.0
89.0,-0.42256180106908064,1600.0,973.0
90.0,-0.422410961001728,1600.0,973.0
91.0,-0.42226012121315853,1600.0,973.0
92.0,-0.4221092817033721,1600.0,973.0
93.0,-0.4219584424723689,1600.0,973.0
94.0,-0.4218076035201487,1600.0,973.0
95.0,-0.4216567648467116,1600.0,973.0
96.0,-0.42150592645205764,1600.0,973.0
97.0,-0.4213550883361868,1600.0,973.0
98.0,-0.4212042504990991,1600.0,973.0
99.0,-0.42105341294079446,1600.0,973.0
100.0,-0.420902575661273,1600.0,973.0
101.0,-0.42075173866053456,1600.0,973.0
102.0,-0.42060090193857924,1600.0,973.0
103.0,-0.42045006549540714,1600.0,973.0
104.0,-0.42029922933101804,1600.0,973.0
105.0,-0.4201483934454121,1600.0,973.0
