Time,Crack Length,Force,Temperature
0.0,-0.5412153487800214,1800.0,973.0
1.0,-0.5410736996287031,1800.0,973.0
2.0,-0.540932046547633,1800.0,973.0
3.0,-0.5407903895368114,1800.0,973.0
4.0,-0.5406487285962381,1800.0,973.0
5.0,-0.540507063725913,1800.0,973.0
6.0,-0.5403653949258362,1800.0,973.0
7.0,-0.5402237221960078,1800.0,973.0
8.0,-0.5400820455364277,1800.0,973.0
9.0,-0.5399403649470959,1800.0,973.0
10.0,-0.5397986804280125,1800.0,973.0
11.0,-0.5396569919791773,1800.0,973.0
12.0,-0.5395152996005905,1800.0,973.0
13.0,-0.5393736032922519,1800.0,973.0
14.0,-0.5392319030541617,1800.0,973.0
15.0,-0.5390901988863198,1800.0,973.0
16.0,-0.5389484907887263,1800.0,973.0
17.0,-0.538806778761381,1800.0,973.0
18.0,-0.5386650628042841,1800.0,973.0
19.0,-0.5385233429174354,1800.0,973.0
20.0,-0.5383816191008352,1800.0,973.0
21.0,-0.5382398913544831,1800.0,973.0
22.0,-0.5380981596783796,1800.0,973.0
23.0,-0.5379564240725241,1800.0,973.0
24.0,-0.5378146845369172,1800.0,973.0
25.0,-0.5376729410715584,1800.0,973.0
26.0,-0.537531193676448,1800.0,973.0
27.0,-0.5373894423515858,1800.0,973.0
28.0,-0.5372476870969721,1800.0,973.0
29.0,-0.5371059279126067,1800.0,973.0
30.0,-0.5369641647984895,1800.0,973.0
31.0,-0.5368223977546207,1800.0,973.0
32.0,-0.5366806267810001,1800.0,973.0
33.0,-0.536538851877628,1800.0,973.0
34.0,-0.5363970730445041,1800.0,973.0
35.0,-0.5362552902816285,1800.0,973.0
36.0,-0.5361135035890013,1800.0,973.0
37.0,-0.5359717129666224,1800.0,973.0
38.0,-0.5358299184144918,1800.0,973.0
39.0,-0.5356881199326095,1800.0,973.0
40.0,-0.5355463175209756,1800.0,973.0
41.0,-0.5354045111795899,1800.0,973.0
42.0,-0.5352627009084525,1800.0,973.0
43.0,-0.5351208867075634,1800.0,973.0
44.0,-0.5349790685769227,1800.0,973.0
45.0,-0.5348372465165303,1800.0,973.0
46.0,-0.5346954205263862,1800.0,973.0
47.0,-0.5345535906064905,1800.0,973.0
48.0,-0.5344117567568429,1800.0,973.0
49.0,-0.5342699189774439,1800.0,973.0
50.0,-0.534128077268293,1800.0,973.0
50.99999999999999,-0.5339862316293906,1800.0,973.0
52.0,-0.5338443820607364,1800.0,973.0
