Time,Crack Length,Force,Temperature
0.0,-0.0873692004068093,1800.0,473.0
1.0,-0.08732296611801993,1800.0,473.0
2.0,-0.08727673090055997,1800.0,473.0
3.0,-0.08723049475442934,1800.0,473.0
4.0,-0.0871842576796281,1800.0,473.0
5.0,-0.08713801967615625,1800.0,473.0
6.0,-0.08709178074401376,1800.0,473.0
7.0,-0.08704554088320063,1800.0,473.0
8.0,-0.08699930009371688,1800.0,473.0
9.0,-0.08695305837556251,1800.0,473.0
10.0,-0.0869068157287375,1800.0,473.0
11.0,-0.08686057215324189,1800.0,473.0
12.0,-0.08681432764907561,1800.0,473.0
13.0,-0.08676808221623873,1800.0,473.0
14.0,-0.08672183585473123,1800.0,473.0
15.0,-0.08667558856455307,1800.0,473.0
16.0,-0.08662934034570433,1800.0,473.0
17.0,-0.08658309119818491,1800.0,473.0
18.0,-0.0865368411219949,1800.0,473.0
19.0,-0.08649059011713425,1800.0,473.0
20.0,-0.08644433818360298,1800.0,473.0
21.0,-0.08639808532140106,1800.0,473.0
22.0,-0.08635183153052853,1800.0,473.0
23.0,-0.08630557681098537,1800.0,473.0
24.0,-0.08625932116277157,1800.0,473.0
25.0,-0.08621306458588718,1800.0,473.0
26.0,-0.08616680708033213,1800.0,473.0
27.0,-0.08612054864610647,1800.0,473.0
28.0,-0.08607428928321018,1800.0,473.0
29.0,-0.08602802899164323,1800.0,473.0
30.0,-0.08598176777140569,1800.0,473.0
31.0,-0.08593550562249752,1800.0,473.0
32.0,-0.08588924254491871,1800.0,473.0
33.0,-0.08584297853866926,1800.0,473.0
34.0,-0.08579671360374923,1800.0,473.0
35.0,-0.08575044774015853,1800.0,473.0
36.0,-0.0857041809478972,1800.0,473.0
37.0,-0.08565791322696527,1800.0,473.0
38.0,-0.0856116445773627,1800.0,473.0
39.0,-0.0855653749990895,1800.0,473.0
40.0,-0.08551910449214568,1800.0,473.0
41.0,-0.08547283305653122,1800.0,473.0
42.0,-0.08542656069224615,1800.0,473.0
43.0,-0.08538028739929045,1800.0,473.0
44.0,-0.0853340131776641,1800.0,473.0
45.0,-0.08528773802736714,1800.0,473.0
46.0,-0.08524146194839956,1800.0,473.0
47.0,-0.08519518494076132,1800.0,473.0
48.0,-0.0851489070044525,1800.0,473.0
49.0,-0.08510262813947302,1800.0,473.0
50.0,-0.08505634834582293,1800.0,473.0
50.99999999999999,-0.0850100676235022,1800.0,473.0
52.0,-0.08496378597251084,1800.0,473.0
53.0,-0.08491750339284886,1800.0,473.0
54.0,-0.08487121988451625,1800.0,473.0
55.0,-0.08482493544751302,1800.0,473.0
56.0,-0.08477865008183914,1800.0,473.0
57.0,-0.08473236378749467,1800.0,473.0
58.0,-0.08468607656447955,1800.0,473.0
59.0,-0.08463978841279379,1800.0,473.0
60.0,-0.08459349933243743,1800.0,473.0
61.0,-0.08454720932341042,1800.0,473.0
62.0,-0.08450091838571279,1800.0,473.0
63.0,-0.08445462651934454,1800.0,473.0
64.0,-0.08440833372430566,1800.0,473.0
65.0,-0.08436204000059615,1800.0,473.0
66.0,-0.08431574534821601,1800.0,473.0
67.0,-0.08426944976716524,1800.0,473.0
68.0,-0.08422315325744384,1800.0,473.0
69.0,-0.08417685581905184,1800.0,473.0
70.0,-0.08413055745198918,1800.0,473.0
