Time,Crack Length,Force,Temperature
0.0,0.48821864482654564,1700.0,973.0
1.0,0.48831773739880496,1700.0,973.0
2.0,0.48841683259083646,1700.0,973.0
3.0,0.4885159304026398,1700.0,973.0
4.0,0.48861503083421526,1700.0,973.0
5.0,0.48871413388556256,1700.0,973.0
6.0,0.48881323955668193,1700.0,973.0
6.999999999999999,0.4889123478475734,1700.0,973.0
8.0,0.4890114587582368,1700.0,973.0
9.0,0.4891105722886722,1700.0,973.0
10.0,0.48920968843887974,1700.0,973.0
11.0,0.4893088072088591,1700.0,973.0
12.0,0.48940792859861065,1700.0,973.0
13.0,0.489507052608134,1700.0,973.0
13.999999999999998,0.4896061792374294,1700.0,973.0
15.0,0.48970530848649696,1700.0,973.0
16.0,0.4898044403553364,1700.0,973.0
17.0,0.4899035748439478,1700.0,973.0
18.0,0.49000271195233136,1700.0,973.0
19.0,0.4901018516804868,1700.0,973.0
20.0,0.4902009940284143,1700.0,973.0
21.0,0.49030013899611374,1700.0,973.0
22.0,0.4903992865835852,1700.0,973.0
23.0,0.4904984367908288,1700.0,973.0
24.0,0.4905975896178443,1700.0,973.0
25.0,0.49069674506463185,1700.0,973.0
26.0,0.4907959031311913,1700.0,973.0
27.0,0.49089506381752285,1700.0,973.0
27.999999999999996,0.49099422712362645,1700.0,973.0
29.000000000000004,0.49109339304950195,1700.0,973.0
30.0,0.4911925615951494,1700.0,973.0
30.999999999999996,0.491291732760569,1700.0,973.0
32.0,0.4913909065457605,1700.0,973.0
33.0,0.49149008295072416,1700.0,973.0
34.0,0.49158926197545966,1700.0,973.0
35.0,0.4916884436199672,1700.0,973.0
36.0,0.49178762788424685,1700.0,973.0
37.0,0.49188681476829843,1700.0,973.0
38.0,0.4919860042721219,1700.0,973.0
39.0,0.4920851963957176,1700.0,973.0
40.0,0.49218439113908513,1700.0,973.0
41.0,0.4922835885022248,1700.0,973.0
42.0,0.4923827884851364,1700.0,973.0
43.0,0.49248199108782,1700.0,973.0
44.0,0.49258119631027564,1700.0,973.0
45.0,0.49268040415250325,1700.0,973.0
46.0,0.49277961461450287,1700.0,973.0
47.0,0.4928788276962745,1700.0,973.0
48.0,0.4929780433978181,1700.0,973.0
49.0,0.4930772617191338,1700.0,973.0
50.0,0.49317648266022146,1700.0,973.0
51.0,0.4932757062210811,1700.0,973.0
52.0,0.4933749324017128,1700.0,973.0
53.0,0.49347416120211646,1700.0,973.0
54.0,0.49357339262229216,1700.0,973.0
55.00000000000001,0.49367262666223977,1700.0,973.0
55.99999999999999,0.49377186332195944,1700.0,973.0
57.0,0.4938711026014512,1700.0,973.0
58.00000000000001,0.49397034450071486,1700.0,973.0
58.99999999999999,0.4940695890197506,1700.0,973.0
60.0,0.4941688361585583,1700.0,973.0
61.00000000000001,0.494268085917138,1700.0,973.0
61.99999999999999,0.4943673382954898,1700.0,973.0
63.0,0.4944665932936134,1700.0,973.0
64.0,0.4945658509115091,1700.0,973.0
65.0,0.49466511114917694,1700.0,973.0
66.0,0.4947643740066166,1700.0,973.0
67.0,0.49486363948382844,1700.0,973.0
68.0,0.4949629075808122,1700.0,973.0
69.0,0.4950621782975679,1700.0,973.0
70.0,0.49516145163409575,1700.0,973.0
71.0,0.49526072759039547,1700.0,973.0
72.0,0.49536000616646714,1700.0,973.0
73.0,0.495459287362311,1700.0,973.0
74.0,0.49555857117792673,1700.0,973.0
75.0,0.4956578576133146,1700.0,973.0
76.0,0.49575714666847437,1700.0,973.0
77.0,0.49585643834340615,1700.0,973.0
78.0,0.49595573263811005,1700.0,973.0
79.0,0.4960550295525858,1700.0,973.0
80.0,0.49615432908683366,1700.0,973.0
81.0,0.4962536312408534,1700.0,973.0
82.0,0.49635293601464525,1700.0,973.0
83.0,0.49645224340820915,1700.0,973.0
84.0,0.49655155342154494,1700.0,973.0
85.0,0.49665086605465275,1700.0,973.0
86.0,0.4967501813075327,1700.0,973.0
87.0,0.4968494991801845,1700.0,973.0
88.0,0.49694881967260846,1700.0,973.0
89.0,0.49704814278480425,1700.0,973.0
90.0,0.49714746851677205,1700.0,973.0
91.0,0.49724679686851203,1700.0,973.0
92.0,0.4973461278400239,1700.0,973.0
93.0,0.49744546143130774,1700.0,973.0
94.0,0.4975447976423637,1700.0,973.0
95.0,0.4976441364731916,1700.0,973.0
96.0,0.4977434779237916,1700.0,973.0
