Time,Crack Length,Force,Temperature
0.0,-0.03195778210529413,1800.0,348.0
1.0,-0.031925091316182555,1800.0,348.0
2.0,-0.03189240002438368,1800.0,348.0
3.0,-0.03185970822989749,1800.0,348.0
4.0,-0.03182701593272401,1800.0,348.0
5.0,-0.03179432313286321,1800.0,348.0
6.0,-0.03176162983031513,1800.0,348.0
7.0,-0.03172893602507973,1800.0,348.0
8.0,-0.031696241717157035,1800.0,348.0
9.0,-0.03166354690654703,1800.0,348.0
10.0,-0.03163085159324973,1800.0,348.0
11.0,-0.03159815577726512,1800.0,348.0
12.0,-0.0315654594585932,1800.0,348.0
13.0,-0.03153276263723399,1800.0,348.0
14.0,-0.03150006531318747,1800.0,348.0
15.0,-0.031467367486453644,1800.0,348.0
16.0,-0.03143466915703252,1800.0,348.0
17.0,-0.031401970324924096,1800.0,348.0
18.0,-0.03136927099012836,1800.0,348.0
19.0,-0.03133657115264533,1800.0,348.0
20.0,-0.031303870812474995,1800.0,348.0
21.0,-0.03127116996961735,1800.0,348.0
22.0,-0.031238468624072407,1800.0,348.0
23.0,-0.031205766775840162,1800.0,348.0
24.0,-0.031173064424920613,1800.0,348.0
25.0,-0.031140361571313755,1800.0,348.0
26.0,-0.031107658215019603,1800.0,348.0
27.0,-0.031074954356038145,1800.0,348.0
28.0,-0.031042249994369376,1800.0,348.0
29.0,-0.031009545130013312,1800.0,348.0
30.0,-0.030976839762969943,1800.0,348.0
31.0,-0.030944133893239266,1800.0,348.0
32.0,-0.03091142752082129,1800.0,348.0
33.0,-0.030878720645716014,1800.0,348.0
34.0,-0.030846013267923425,1800.0,348.0
35.0,-0.03081330538744354,1800.0,348.0
36.0,-0.030780597004276357,1800.0,348.0
37.0,-0.030747888118421867,1800.0,348.0
38.0,-0.03071517872988007,1800.0,348.0
39.0,-0.030682468838650973,1800.0,348.0
40.0,-0.03064975844473457,1800.0,348.0
41.0,-0.03061704754813086,1800.0,348.0
42.0,-0.030584336148839857,1800.0,348.0
43.0,-0.030551624246861548,1800.0,348.0
44.0,-0.030518911842195923,1800.0,348.0
45.0,-0.030486198934843008,1800.0,348.0
46.0,-0.03045348552480279,1800.0,348.0
47.0,-0.030420771612075268,1800.0,348.0
48.0,-0.030388057196660438,1800.0,348.0
49.0,-0.03035534227855831,1800.0,348.0
50.0,-0.03032262685776888,1800.0,348.0
50.99999999999999,-0.030289910934292136,1800.0,348.0
52.0,-0.030257194508128096,1800.0,348.0
53.0,-0.030224477579276755,1800.0,348.0
54.0,-0.030191760147738105,1800.0,348.0
55.0,-0.030159042213512156,1800.0,348.0
56.0,-0.030126323776598907,1800.0,348.0
57.0,-0.03009360483699834,1800.0,348.0
58.0,-0.030060885394710486,1800.0,348.0
59.0,-0.030028165449735324,1800.0,348.0
60.0,-0.029995445002072855,1800.0,348.0
61.0,-0.029962724051723087,1800.0,348.0
62.0,-0.029930002598686018,1800.0,348.0
63.0,-0.029897280642961644,1800.0,348.0
64.0,-0.02986455818454996,1800.0,348.0
65.0,-0.02983183522345098,1800.0,348.0
66.0,-0.0297991117596647,1800.0,348.0
67.0,-0.029766387793191105,1800.0,348.0
68.0,-0.029733663324030213,1800.0,348.0
69.0,-0.02970093835218202,1800.0,348.0
70.0,-0.029668212877646517,1800.0,348.0
71.0,-0.029635486900423717,1800.0,348.0
72.0,-0.029602760420513616,1800.0,348.0
73.0,-0.02957003343791621,1800.0,348.0
74.0,-0.029537305952631494,1800.0,348.0
75.0,-0.02950457796465948,1800.0,348.0
76.0,-0.029471849474000167,1800.0,348.0
77.0,-0.02943912048065354,1800.0,348.0
78.0,-0.02940639098461962,1800.0,348.0
79.0,-0.029373660985898397,1800.0,348.0
80.0,-0.02934093048448986,1800.0,348.0
81.0,-0.029308199480394027,1800.0,348.0
82.0,-0.029275467973610893,1800.0,348.0
83.0,-0.029242735964140447,1800.0,348.0
84.0,-0.029210003451982706,1800.0,348.0
85.0,-0.02917727043713766,1800.0,348.0
86.0,-0.029144536919605307,1800.0,348.0
87.0,-0.02911180289938566,1800.0,348.0
88.0,-0.029079068376478705,1800.0,348.0
89.0,-0.029046333350884447,1800.0,348.0
90.0,-0.02901359782260288,1800.0,348.0
91.0,-0.028980861791634015,1800.0,348.0
92.0,-0.02894812525797785,1800.0,348.0
93.0,-0.028915388221634374,1800.0,348.0
94.0,-0.028882650682603598,1800.0,348.0
95.0,-0.02884991264088552,1800.0,348.0
96.0,-0.028817174096480134,1800.0,348.0
97.0,-0.028784435049387453,1800.0,348.0
98.0,-0.028751695499607467,1800.0,348.0
99.0,-0.02871895544714017,1800.0,348.0
100.0,-0.028686214891985577,1800.0,348.0
101.0,-0.028653473834143683,1800.0,348.0
101.99999999999999,-0.028620732273614485,1800.0,348.0
103.0,-0.028587990210397974,1800.0,348.0
104.0,-0.02855524764449417,1800.0,348.0
105.0,-0.028522504575903062,1800.0,348.0
106.0,-0.028489761004624643,1800.0,348.0
107.0,-0.028457016930658927,1800.0,348.0
108.0,-0.02842427235400591,1800.0,348.0
109.0,-0.028391527274665578,1800.0,348.0
110.0,-0.028358781692637954,1800.0,348.0
111.0,-0.028326035607923027,1800.0,348.0
112.0,-0.02829328902052079,1800.0,348.0
113.0,-0.028260541930431256,1800.0,348.0
114.0,-0.02822779433765442,1800.0,348.0
115.0,-0.02819504624219027,1800.0,348.0
116.0,-0.028162297644038825,1800.0,348.0
117.0,-0.02812954854320008,1800.0,348.0
118.0,-0.028096798939674025,1800.0,348.0
119.0,-0.028064048833460666,1800.0,348.0
120.0,-0.02803129822456001,1800.0,348.0
121.0,-0.02799854711297205,1800.0,348.0
122.0,-0.02796579549869678,1800.0,348.0
123.0,-0.027933043381734215,1800.0,348.0
124.0,-0.027900290762084345,1800.0,348.0
125.0,-0.027867537639747163,1800.0,348.0
126.0,-0.02783478401472269,1800.0,348.0
127.0,-0.027802029887010908,1800.0,348.0
128.0,-0.02776927525661183,1800.0,348.0
129.0,-0.027736520123525434,1800.0,348.0
130.0,-0.027703764487751747,1800.0,348.0
131.0,-0.027671008349290753,1800.0,348.0
132.0,-0.027638251708142453,1800.0,348.0
133.0,-0.02760549456430685,1800.0,348.0
134.0,-0.02757273691778395,1800.0,348.0
135.0,-0.027539978768573736,1800.0,348.0
136.0,-0.02750722011667623,1800.0,348.0
137.0,-0.02747446096209142,1800.0,348.0
138.0,-0.027441701304819297,1800.0,348.0
139.0,-0.02740894114485988,1800.0,348.0
140.0,-0.027376180482213158,1800.0,348.0
141.0,-0.027343419316879128,1800.0,348.0
142.0,-0.027310657648857796,1800.0,348.0
143.0,-0.027277895478149166,1800.0,348.0
144.0,-0.027245132804753224,1800.0,348.0
145.0,-0.027212369628669988,1800.0,348.0
146.0,-0.02717960594989945,1800.0,348.0
147.0,-0.027146841768441603,1800.0,348.0
148.0,-0.027114077084296452,1800.0,348.0
149.0,-0.027081311897464003,1800.0,348.0
