# time(sec)	crack length FEA(mm)
4.253769550000000163e+04	1.711567029752650626e+00
4.253789050000000134e+04	1.681999685302844938e+00
4.253808550000000105e+04	1.663038029032804843e+00
4.253828149999999732e+04	1.705985922120543563e+00
4.253847649999999703e+04	1.728117771178652617e+00
4.253867149999999674e+04	1.746030683517341586e+00
4.253886750000000029e+04	1.738199034644523522e+00
4.253906250000000000e+04	1.703657904940607537e+00
4.253925749999999971e+04	1.711543872638024766e+00
4.253945350000000326e+04	1.727309577110496264e+00
4.253964850000000297e+04	1.697636272030635496e+00
4.253984350000000268e+04	1.773658684382450446e+00
4.254003949999999895e+04	1.735771362588518940e+00
4.254023449999999866e+04	1.689617208982356900e+00
4.254042949999999837e+04	1.724766764827894150e+00
4.254062550000000192e+04	1.718577182174961138e+00
4.254082050000000163e+04	1.737994240626372644e+00
4.254101550000000134e+04	1.719335224366629333e+00
4.254121050000000105e+04	1.708428723884631850e+00
4.254140649999999732e+04	1.696497645047752911e+00
4.254160149999999703e+04	1.697367502144974338e+00
4.254179649999999674e+04	1.726127005605146536e+00
4.254199250000000029e+04	1.742039016166177845e+00
4.254218750000000000e+04	1.760047832461317796e+00
4.254238249999999971e+04	1.704340614359637129e+00
4.254257850000000326e+04	1.698289915579781706e+00
4.254277350000000297e+04	1.761063440876192487e+00
4.254296850000000268e+04	1.720872387205609755e+00
4.254316449999999895e+04	1.756345910350809447e+00
4.254335949999999866e+04	1.772625557499248217e+00
4.254355449999999837e+04	1.707974274900372791e+00
4.254375050000000192e+04	1.715750711326112565e+00
4.254394550000000163e+04	1.688182045523312524e+00
4.254414050000000134e+04	1.732414457762205373e+00
4.254433550000000105e+04	1.754331369627681880e+00
4.254453149999999732e+04	1.721407205516076289e+00
4.254472649999999703e+04	1.712330334129610776e+00
4.254492149999999674e+04	1.727356986172225106e+00
4.254511750000000029e+04	1.662255873835158937e+00
4.254531250000000000e+04	1.730835607350645233e+00
4.254550749999999971e+04	1.717881630601638676e+00
4.254570350000000326e+04	1.761221554972108194e+00
4.254589850000000297e+04	1.724226910685267455e+00
4.254609350000000268e+04	1.723553808815891486e+00
4.254628949999999895e+04	1.736273690573220563e+00
4.254648449999999866e+04	1.709799996620377627e+00
4.254667949999999837e+04	1.764782856469919281e+00
4.254687550000000192e+04	1.774581054883309861e+00
4.254707050000000163e+04	1.738280726501564288e+00
4.254726550000000134e+04	1.711221665412994142e+00
4.254746050000000105e+04	1.737622158817316631e+00
4.254765649999999732e+04	1.733148820061021667e+00
4.254785149999999703e+04	1.782567376970821016e+00
4.254804649999999674e+04	1.747091252215053458e+00
4.254824250000000029e+04	1.748932906800877873e+00
4.254843750000000000e+04	1.734545819710657355e+00
4.254863249999999971e+04	1.698682943206616613e+00
4.254882850000000326e+04	1.745717101853438535e+00
4.254902350000000297e+04	1.730332206734781053e+00
4.254921850000000268e+04	1.745919748324935128e+00
4.254941449999999895e+04	1.757507705070793236e+00
4.254960949999999866e+04	1.736115317228135169e+00
4.254980449999999837e+04	1.706029211249820321e+00
4.255000050000000192e+04	1.697196796484664816e+00
4.255019550000000163e+04	1.719313982533154928e+00
4.255039050000000134e+04	1.749317013540272470e+00
4.255058550000000105e+04	1.740962101950255914e+00
4.255078149999999732e+04	1.757549944743605153e+00
4.255097649999999703e+04	1.659535810796558764e+00
4.255117149999999674e+04	1.742267939437452284e+00
4.255136750000000029e+04	1.721288175061388870e+00
4.255156250000000000e+04	1.732047224450043998e+00
4.255175749999999971e+04	1.749818957549251763e+00
4.255195350000000326e+04	1.733337454218906615e+00
4.255214850000000297e+04	1.711777003870039948e+00
4.255234350000000268e+04	1.730227348267201037e+00
4.255253949999999895e+04	1.762081081095658419e+00
4.255273449999999866e+04	1.785569740129693272e+00
4.255292949999999837e+04	1.723135028048975670e+00
4.255312550000000192e+04	1.747435036688415266e+00
4.255332050000000163e+04	1.801724031820160832e+00
4.255351550000000134e+04	1.717822149643922103e+00
4.255371050000000105e+04	1.787450652007489538e+00
4.255390649999999732e+04	1.788118935731466408e+00
4.255410149999999703e+04	1.758180847285906623e+00
4.255429649999999674e+04	1.751866103064678271e+00
4.255449250000000029e+04	1.765847487301790864e+00
4.255468750000000000e+04	1.776856548901017518e+00
4.255488249999999971e+04	1.770519889110609313e+00
4.255507850000000326e+04	1.771911579303992568e+00
4.255527350000000297e+04	1.800152038795634013e+00
4.255546850000000268e+04	1.758929529171254558e+00
4.255566449999999895e+04	1.759308361514261065e+00
4.255585949999999866e+04	1.765038635440909331e+00
4.255605449999999837e+04	1.733981935307117084e+00
4.255625050000000192e+04	1.794878210783183548e+00
4.255644550000000163e+04	1.748920870890309232e+00
4.255664050000000134e+04	1.744914638832909759e+00
4.255683550000000105e+04	1.724522583822507116e+00
4.255703149999999732e+04	1.703926514350895260e+00
4.255722649999999703e+04	1.721852285507686986e+00
4.255742149999999674e+04	1.779355266067049968e+00
4.255761750000000029e+04	1.747570037792463893e+00
4.255781250000000000e+04	1.756546385180442371e+00
4.255800749999999971e+04	1.739232592726621007e+00
4.255820350000000326e+04	1.754756678267948899e+00
