# time(sec)	crack length FEA(mm)
1.564355450000000019e+04	5.198332763678834567e-01
1.564375050000000010e+04	5.341106745747801199e-01
1.564394549999999981e+04	5.242865424206595293e-01
1.564414049999999952e+04	5.873113881983798024e-01
1.564433549999999923e+04	5.779555055018938958e-01
1.564453149999999914e+04	5.345838969171996524e-01
1.564472650000000067e+04	4.923674356750247227e-01
1.564492150000000038e+04	5.514898787300364091e-01
1.564511750000000029e+04	4.774967772279197220e-01
1.564531250000000000e+04	5.319969807805779993e-01
1.564550749999999971e+04	5.281988694895574099e-01
1.564570349999999962e+04	5.575529677756065894e-01
1.564589849999999933e+04	4.959968053171852631e-01
1.564609350000000086e+04	4.990295558747153137e-01
1.564628950000000077e+04	5.370740221397660719e-01
1.564648450000000048e+04	5.044279014614172496e-01
1.564667950000000019e+04	5.316340493359916763e-01
1.564687550000000010e+04	5.357234448062619947e-01
1.564707049999999981e+04	5.682369157059330433e-01
1.564726549999999952e+04	5.004852390196408152e-01
1.564746049999999923e+04	5.164208080268331003e-01
1.564765649999999914e+04	5.336279275305848557e-01
1.564785150000000067e+04	5.008571185255554781e-01
1.564804650000000038e+04	4.879434413954228944e-01
1.564824250000000029e+04	5.202653622129709277e-01
1.564843750000000000e+04	5.424576120266237922e-01
1.564863249999999971e+04	5.224745810250315259e-01
1.564882849999999962e+04	5.378400164970997821e-01
1.564902349999999933e+04	5.351123136532685010e-01
1.564921850000000086e+04	5.017889008853977373e-01
1.564941450000000077e+04	5.028301051083303719e-01
1.564960950000000048e+04	5.537312426379781272e-01
1.564980450000000019e+04	5.559649710411402879e-01
1.565000050000000010e+04	5.114287265031958185e-01
1.565019549999999981e+04	5.550076577609459605e-01
1.565039049999999952e+04	5.195126177970355030e-01
1.565058549999999923e+04	5.158612235059756301e-01
1.565078149999999914e+04	5.190125750501692892e-01
1.565097650000000067e+04	5.153324472503602038e-01
1.565117150000000038e+04	5.743361205378949563e-01
1.565136750000000029e+04	5.167043213669213486e-01
1.565156250000000000e+04	5.303044125195004455e-01
1.565175749999999971e+04	5.540969984591050945e-01
1.565195349999999962e+04	5.294129371611404622e-01
1.565214849999999933e+04	5.267819422186104106e-01
1.565234350000000086e+04	5.056304145832797303e-01
1.565253950000000077e+04	5.447867965591957073e-01
1.565273450000000048e+04	5.216964167702329291e-01
1.565292950000000019e+04	5.205795909145809475e-01
1.565312550000000010e+04	5.645747487357848371e-01
1.565332049999999981e+04	5.201868158091453864e-01
1.565351549999999952e+04	5.314281889113896540e-01
1.565371049999999923e+04	5.401133809847440403e-01
1.565390649999999914e+04	5.295180274279136512e-01
1.565410150000000067e+04	5.067882683774804775e-01
1.565429650000000038e+04	5.659141900318367391e-01
1.565449250000000029e+04	5.140082402407450957e-01
1.565468750000000000e+04	5.249722893041912641e-01
1.565488249999999971e+04	5.301101727752755011e-01
1.565507849999999962e+04	5.493871815313688955e-01
1.565527349999999933e+04	5.383980161366697104e-01
1.565546850000000086e+04	5.519330748446158452e-01
1.565566450000000077e+04	5.477711277620738173e-01
1.565585950000000048e+04	5.613423053519497330e-01
1.565605450000000019e+04	5.475102362242907361e-01
1.565625050000000010e+04	5.122762183444145023e-01
1.565644549999999981e+04	5.442395377824649216e-01
1.565664049999999952e+04	5.620397176905882475e-01
1.565683549999999923e+04	5.228747694068900387e-01
1.565703149999999914e+04	5.704597760567846620e-01
1.565722650000000067e+04	5.136217181180811053e-01
1.565742150000000038e+04	5.698293872430415519e-01
1.565761750000000029e+04	4.761716197315521981e-01
1.565781250000000000e+04	5.364438044928867555e-01
1.565800749999999971e+04	5.479874360794703136e-01
1.565820349999999962e+04	4.920740734659823090e-01
1.565839849999999933e+04	5.906864192173628680e-01
1.565859350000000086e+04	5.274845767460440982e-01
1.565878950000000077e+04	5.337392978834660795e-01
1.565898450000000048e+04	4.955717509551522681e-01
1.565917950000000019e+04	5.459587214420409396e-01
1.565937550000000010e+04	5.097697656105601993e-01
1.565957049999999981e+04	5.186473358658432176e-01
1.565976549999999952e+04	5.920086117586436103e-01
1.565996049999999923e+04	5.368544097172360807e-01
1.566015649999999914e+04	5.418297011217720893e-01
1.566035150000000067e+04	5.160608570260194483e-01
1.566054650000000038e+04	5.430430949739459834e-01
1.566074250000000029e+04	5.298926676529536195e-01
1.566093750000000000e+04	5.379566988136232908e-01
1.566113249999999971e+04	5.345828670138779160e-01
1.566132849999999962e+04	5.475993350044809915e-01
1.566152349999999933e+04	5.569285937611958559e-01
1.566171850000000086e+04	5.514919917655891624e-01
1.566191450000000077e+04	5.565045924093467988e-01
1.566210950000000048e+04	5.676053774761236070e-01
1.566230450000000019e+04	5.243544715052106397e-01
1.566250050000000010e+04	5.229395017979072691e-01
1.566269549999999981e+04	5.596772173536876949e-01
1.566289049999999952e+04	5.384351688828417082e-01
1.566308549999999923e+04	5.207664646673499931e-01
1.566328149999999914e+04	5.301409752100205708e-01
1.566347650000000067e+04	5.242494229717387100e-01
1.566367150000000038e+04	5.506585581682994501e-01
1.566386750000000029e+04	5.438407269571303715e-01
1.566406250000000000e+04	5.538468112113310582e-01
1.566425749999999971e+04	5.109964852922050937e-01
1.566445349999999962e+04	5.229352616901792317e-01
1.566464849999999933e+04	5.431099426442713707e-01
1.566484350000000086e+04	4.665371589104090333e-01
1.566503950000000077e+04	5.267713481642708473e-01
1.566523450000000048e+04	5.141208397886849468e-01
1.566542950000000019e+04	5.356024683846438705e-01
1.566562550000000010e+04	5.355780798158207290e-01
1.566582049999999981e+04	4.991082246574016779e-01
1.566601549999999952e+04	5.400868737670538877e-01
1.566621049999999923e+04	4.970424992655875229e-01
1.566640649999999914e+04	5.470881854539833000e-01
1.566660150000000067e+04	5.479153365553095512e-01
1.566679650000000038e+04	5.773115346796053871e-01
1.566699250000000029e+04	5.618711748551987739e-01
1.566718750000000000e+04	5.506946084802208929e-01
1.566738249999999971e+04	5.197515184510308472e-01
1.566757849999999962e+04	4.960329359230293278e-01
1.566777349999999933e+04	5.417310233918257723e-01
1.566796850000000086e+04	5.247631635618787982e-01
1.566816450000000077e+04	5.690082356694254884e-01
1.566835950000000048e+04	5.381158466211726221e-01
1.566855450000000019e+04	5.528258000287689100e-01
1.566875050000000010e+04	5.374485471010554960e-01
1.566894549999999981e+04	5.379238284295837502e-01
1.566914049999999952e+04	5.438057052007607695e-01
1.566933549999999923e+04	5.369053623801960384e-01
1.566953149999999914e+04	5.868370634145936293e-01
1.566972650000000067e+04	5.425446153481559008e-01
1.566992150000000038e+04	5.609035128088972755e-01
1.567011750000000029e+04	5.240435006477799362e-01
1.567031250000000000e+04	5.672366282982839181e-01
1.567050749999999971e+04	5.686575195481573530e-01
1.567070349999999962e+04	5.705000291617512431e-01
1.567089849999999933e+04	5.910972080445358046e-01
1.567109350000000086e+04	5.323800601492560958e-01
1.567128950000000077e+04	6.213625569332137388e-01
1.567148450000000048e+04	5.894647602509657247e-01
1.567167950000000019e+04	5.189669113289951952e-01
1.567187550000000010e+04	5.716876980708569533e-01
1.567207049999999981e+04	5.553140658217774472e-01
1.567226549999999952e+04	5.479237990372816114e-01
1.567246049999999923e+04	5.920890379990932928e-01
1.567265649999999914e+04	6.209184544159622732e-01
1.567285150000000067e+04	5.566116246902996778e-01
1.567304650000000038e+04	5.591217683376541459e-01
1.567324250000000029e+04	5.464264044123812170e-01
1.567343750000000000e+04	5.624593900514369693e-01
1.567363249999999971e+04	5.733795244946762182e-01
1.567382849999999962e+04	5.414488921883489070e-01
1.567402349999999933e+04	5.874341650992676023e-01
1.567421850000000086e+04	5.536782120536116736e-01
1.567441450000000077e+04	5.495494614685334511e-01
1.567460950000000048e+04	5.644083352518425301e-01
1.567480450000000019e+04	5.765129254755567700e-01
1.567500050000000010e+04	5.226751912321105920e-01
1.567519549999999981e+04	5.732926851087647435e-01
1.567539049999999952e+04	5.630529167516318267e-01
1.567558549999999923e+04	5.796850720067183715e-01
1.567578149999999914e+04	5.760892082021467075e-01
1.567597650000000067e+04	5.502312422620896371e-01
1.567617150000000038e+04	5.710922691008928354e-01
1.567636750000000029e+04	5.524133398946702300e-01
1.567656250000000000e+04	5.552006259847157565e-01
1.567675749999999971e+04	5.839136069340078450e-01
1.567695349999999962e+04	5.901179597669976573e-01
1.567714849999999933e+04	5.561928812225005458e-01
1.567734350000000086e+04	5.665563487367641926e-01
1.567753950000000077e+04	5.698548248095729463e-01
1.567773450000000048e+04	5.467233545127232475e-01
1.567792950000000019e+04	5.815214399146810820e-01
1.567812550000000010e+04	5.967144705336764332e-01
1.567832049999999981e+04	5.813646931590703559e-01
1.567851549999999952e+04	6.204131109882577988e-01
1.567871049999999923e+04	5.653949565354121631e-01
1.567890649999999914e+04	5.849470942924206440e-01
1.567910150000000067e+04	5.229533072188647935e-01
1.567929650000000038e+04	5.501368883765813678e-01
1.567949250000000029e+04	5.409291405088794136e-01
1.567968750000000000e+04	5.897072181602283081e-01
1.567988249999999971e+04	5.505016594529692497e-01
1.568007849999999962e+04	5.525543702010473623e-01
1.568027349999999933e+04	5.565416631118580426e-01
1.568046850000000086e+04	5.019642267367139254e-01
