# Temp, Stress Intensity
5.530000000000000000e+02,2.267188704010095171e+04
5.530000000000000000e+02,2.392416252219165835e+04
5.530000000000000000e+02,1.949251009821255502e+04
5.530000000000000000e+02,4.939984359300816323e+03
5.530000000000000000e+02,1.914832130384079937e+04
5.530000000000000000e+02,1.325268426824804374e+04
5.530000000000000000e+02,1.570368215281911034e+04
5.530000000000000000e+02,1.859797341196506386e+04
5.530000000000000000e+02,1.739383380397829023e+04
5.530000000000000000e+02,1.791894246298907092e+04
5.530000000000000000e+02,2.882769012448703143e+04
5.530000000000000000e+02,3.393200125534366816e+04
5.530000000000000000e+02,1.938433303749700281e+04
5.530000000000000000e+02,9.108707157572818687e+03
5.530000000000000000e+02,1.793849252746696220e+04
5.530000000000000000e+02,3.118645280163167263e+04
5.530000000000000000e+02,1.259268433588748121e+04
5.530000000000000000e+02,2.176042399254345946e+04
5.530000000000000000e+02,6.558567419089046780e+03
5.530000000000000000e+02,1.970335610109269692e+04
5.530000000000000000e+02,2.836927731643513835e+04
5.530000000000000000e+02,2.474296074317779858e+04
5.530000000000000000e+02,1.673134372847417035e+04
5.530000000000000000e+02,7.867603766660588008e+03
5.530000000000000000e+02,1.149286621418578034e+04
5.530000000000000000e+02,1.420678646625790316e+04
5.530000000000000000e+02,1.524928578048175223e+04
5.530000000000000000e+02,3.385089137679319265e+03
5.530000000000000000e+02,1.496288903525388741e+04
5.530000000000000000e+02,1.394001875137780917e+04
5.530000000000000000e+02,1.429947456745471754e+04
5.530000000000000000e+02,2.491491649474638689e+04
5.530000000000000000e+02,2.686293061387823400e+04
5.530000000000000000e+02,8.961754354640259407e+03
5.530000000000000000e+02,1.719963306224877306e+04
5.530000000000000000e+02,2.598090951253645471e+04
5.530000000000000000e+02,2.138251235539949630e+04
5.530000000000000000e+02,1.404265356708232503e+04
5.530000000000000000e+02,6.311326422153495514e+03
5.530000000000000000e+02,1.197922518413216312e+04
5.530000000000000000e+02,9.448292680274782469e+03
5.530000000000000000e+02,9.554323055560680586e+03
5.530000000000000000e+02,1.315441412040949217e+04
5.530000000000000000e+02,2.254308727026823544e+04
5.530000000000000000e+02,2.202310550979398249e+04
5.530000000000000000e+02,8.274158249328267630e+03
5.530000000000000000e+02,5.022006653155087406e+03
5.530000000000000000e+02,2.395319358873203237e+04
5.530000000000000000e+02,7.000938355650496305e+03
5.530000000000000000e+02,5.478000120834579320e+03
5.530000000000000000e+02,2.230701825815192569e+04
5.530000000000000000e+02,2.654276728407380142e+04
5.530000000000000000e+02,2.408881255989924830e+04
5.530000000000000000e+02,1.879587611722280417e+04
5.530000000000000000e+02,2.419991198693635306e+04
5.530000000000000000e+02,1.851167893651036502e+04
5.530000000000000000e+02,2.981710038380646802e+04
5.530000000000000000e+02,1.393768404368412848e+04
5.530000000000000000e+02,1.230042713187512163e+04
5.530000000000000000e+02,8.278202196988275318e+03
5.530000000000000000e+02,1.298412118213422036e+04
5.530000000000000000e+02,8.377809949042168228e+03
5.530000000000000000e+02,2.096944765274583187e+04
5.530000000000000000e+02,8.119810612912410761e+03
5.530000000000000000e+02,6.683287358858472544e+03
5.530000000000000000e+02,1.438948317787571432e+04
5.530000000000000000e+02,1.370349617100453906e+04
5.530000000000000000e+02,4.773913779795977462e+03
5.530000000000000000e+02,1.156789474371229335e+04
5.530000000000000000e+02,8.061930115729193858e+03
5.530000000000000000e+02,4.418730912358968453e+03
5.530000000000000000e+02,7.771165541489719544e+03
5.530000000000000000e+02,9.595955641833566915e+03
5.530000000000000000e+02,1.366789393548414591e+04
5.530000000000000000e+02,1.608387708293939431e+04
5.530000000000000000e+02,1.176372488210445954e+04
5.530000000000000000e+02,8.036008537539593817e+03
5.530000000000000000e+02,8.214128596552662202e+03
5.530000000000000000e+02,6.767323310055856382e+03
5.530000000000000000e+02,9.108707157572818687e+03
5.530000000000000000e+02,3.764601755569108718e+03
5.530000000000000000e+02,1.514605397731268204e+04
5.530000000000000000e+02,4.656093361879276017e+03
5.530000000000000000e+02,3.610586228306967769e+03
5.530000000000000000e+02,4.413027115134820633e+03
5.530000000000000000e+02,1.058585270577062693e+04
5.530000000000000000e+02,1.289601406339286586e+04
5.530000000000000000e+02,6.629640362941759122e+03
5.530000000000000000e+02,4.500553018222779428e+03
5.530000000000000000e+02,8.460333534205428805e+03
5.530000000000000000e+02,5.485732244164613803e+03
5.530000000000000000e+02,2.575351611325777867e+03
5.530000000000000000e+02,6.722111951506972218e+03
5.530000000000000000e+02,6.774809218096885161e+03
5.530000000000000000e+02,7.128479129025672592e+03
5.530000000000000000e+02,4.033452134649791333e+03
5.530000000000000000e+02,1.234543609867043597e+04
5.530000000000000000e+02,9.601725376191281612e+03
5.530000000000000000e+02,6.856056445225907737e+03
5.530000000000000000e+02,9.482596086260133234e+03
5.530000000000000000e+02,9.603824002903453220e+03
5.530000000000000000e+02,1.375238051817734595e+04
5.530000000000000000e+02,7.460590928806516786e+03
5.530000000000000000e+02,6.812322776921519107e+03
5.530000000000000000e+02,2.379285181363202719e+04
5.530000000000000000e+02,7.597952867561240964e+03
5.530000000000000000e+02,8.911703300934188519e+03
5.530000000000000000e+02,1.741609375039856968e+04
5.530000000000000000e+02,7.194782478345980053e+03
5.530000000000000000e+02,5.982784210474668726e+03
5.530000000000000000e+02,5.699605269972325004e+03
5.530000000000000000e+02,1.046970977735543056e+04
5.530000000000000000e+02,1.211808852079169264e+04
5.530000000000000000e+02,1.406075610879366650e+04
5.530000000000000000e+02,7.266296659144583828e+03
5.530000000000000000e+02,8.053049788899775194e+03
5.530000000000000000e+02,4.771794280081127908e+03
5.530000000000000000e+02,3.434123031236900260e+03
5.530000000000000000e+02,1.619366570294544181e+04
5.530000000000000000e+02,1.417608759917262250e+04
5.530000000000000000e+02,1.084475295244646622e+04
5.530000000000000000e+02,1.499291113306393891e+04
5.530000000000000000e+02,8.314657259594445350e+03
5.530000000000000000e+02,5.257248227493530976e+03
5.530000000000000000e+02,7.663760287617836184e+03
5.530000000000000000e+02,1.458704893215420270e+04
5.530000000000000000e+02,7.404790076570541714e+03
5.530000000000000000e+02,8.414073654007661389e+03
5.530000000000000000e+02,1.249166645004741076e+04
5.530000000000000000e+02,1.385579624921763570e+04
5.530000000000000000e+02,2.152599280027066561e+04
5.530000000000000000e+02,3.413859032723709788e+03
