# Temp, Stress Intensity
5.730000000000000000e+02,1.969066261917903612e+05
5.730000000000000000e+02,1.489975031563599769e+05
5.730000000000000000e+02,2.221674794581257738e+05
5.730000000000000000e+02,1.673673435168562573e+05
5.730000000000000000e+02,2.094069073311078828e+05
5.730000000000000000e+02,1.460044493495856295e+05
5.730000000000000000e+02,2.108988194061072718e+05
5.730000000000000000e+02,1.176768808187621034e+05
5.730000000000000000e+02,1.860190340189331910e+05
5.730000000000000000e+02,2.168972584709963412e+05
5.730000000000000000e+02,2.118217937944882724e+05
5.730000000000000000e+02,1.205794676803941984e+05
5.730000000000000000e+02,1.643280484184205416e+05
5.730000000000000000e+02,1.534007440939599182e+05
5.730000000000000000e+02,1.916943597963719512e+05
5.730000000000000000e+02,1.813698530442065094e+05
5.730000000000000000e+02,1.818792542194794805e+05
5.730000000000000000e+02,1.633125778423873126e+05
5.730000000000000000e+02,1.914705644932154391e+05
5.730000000000000000e+02,1.175505078909715521e+05
5.730000000000000000e+02,1.789921196558672236e+05
5.730000000000000000e+02,1.750641375651067356e+05
5.730000000000000000e+02,1.172934088360115129e+05
5.730000000000000000e+02,1.841403036893316603e+05
5.730000000000000000e+02,1.780938264419872139e+05
5.730000000000000000e+02,1.538712598579105106e+05
5.730000000000000000e+02,2.195939652044494869e+05
5.730000000000000000e+02,1.787351546785196988e+05
5.730000000000000000e+02,2.044910468665426306e+05
5.730000000000000000e+02,1.691648283776335011e+05
5.730000000000000000e+02,1.913453925326356548e+05
5.730000000000000000e+02,1.993618519160371798e+05
5.730000000000000000e+02,1.692788406139276340e+05
5.730000000000000000e+02,1.346186223358110583e+05
5.730000000000000000e+02,1.839480453628274554e+05
5.730000000000000000e+02,2.283878252177856630e+05
5.730000000000000000e+02,1.231897193969142827e+05
5.730000000000000000e+02,2.146372206816133694e+05
5.730000000000000000e+02,1.768110152301719354e+05
5.730000000000000000e+02,1.608094577055206173e+05
5.730000000000000000e+02,2.238178259925209277e+05
5.730000000000000000e+02,1.356455275596394786e+05
5.730000000000000000e+02,1.810806946348001366e+05
5.730000000000000000e+02,1.824544921365563350e+05
5.730000000000000000e+02,1.170891481801597984e+05
5.730000000000000000e+02,1.623969675949939410e+05
5.730000000000000000e+02,1.240154953275709850e+05
5.730000000000000000e+02,1.754590824293188925e+05
5.730000000000000000e+02,1.392451103859542054e+05
5.730000000000000000e+02,1.032014876919724629e+05
5.730000000000000000e+02,1.604552444436863298e+05
5.730000000000000000e+02,1.627206594983168761e+05
5.730000000000000000e+02,1.578327307833007944e+05
5.730000000000000000e+02,1.676024680999615812e+05
5.730000000000000000e+02,1.566492119651016255e+05
5.730000000000000000e+02,2.430530787616317102e+05
