# Temp, Stress Intensity
3.000000000000000000e+02,2.736831172166243050e+03
3.000000000000000000e+02,2.737021983540294968e+03
3.000000000000000000e+02,2.737212809488014955e+03
3.000000000000000000e+02,2.737403650010229740e+03
3.000000000000000000e+02,2.737594505107769692e+03
3.000000000000000000e+02,2.737785374781456539e+03
3.000000000000000000e+02,2.737976259032124744e+03
3.000000000000000000e+02,2.738167157860600582e+03
3.000000000000000000e+02,2.738358071267708056e+03
3.000000000000000000e+02,2.738548999254276623e+03
3.000000000000000000e+02,2.738739941821134380e+03
3.000000000000000000e+02,2.738930898969105783e+03
3.000000000000000000e+02,2.739121870699020292e+03
3.000000000000000000e+02,2.739312857011700999e+03
3.000000000000000000e+02,2.739503857907986458e+03
3.000000000000000000e+02,2.739694873388693395e+03
3.000000000000000000e+02,2.739885903454660365e+03
3.000000000000000000e+02,2.740076948106702730e+03
3.000000000000000000e+02,2.740268007345656315e+03
3.000000000000000000e+02,2.740459081172345122e+03
3.000000000000000000e+02,2.740650169587600431e+03
3.000000000000000000e+02,2.740841272592248515e+03
3.000000000000000000e+02,2.741032390187109286e+03
3.000000000000000000e+02,2.741223522373021751e+03
3.000000000000000000e+02,2.741414669150814007e+03
3.000000000000000000e+02,2.741605830521307325e+03
3.000000000000000000e+02,2.741797006485333895e+03
3.000000000000000000e+02,2.741988197043719083e+03
3.000000000000000000e+02,2.742179402197291893e+03
3.000000000000000000e+02,2.742370621946881784e+03
3.000000000000000000e+02,2.742561856293312758e+03
3.000000000000000000e+02,2.742753105237412456e+03
3.000000000000000000e+02,2.742944368780018067e+03
3.000000000000000000e+02,2.743135646921951775e+03
3.000000000000000000e+02,2.743326939664042129e+03
3.000000000000000000e+02,2.743518247007114041e+03
3.000000000000000000e+02,2.743709568952003792e+03
3.000000000000000000e+02,2.743900905499531291e+03
3.000000000000000000e+02,2.744092256650530544e+03
3.000000000000000000e+02,2.744283622405821006e+03
3.000000000000000000e+02,2.744475002766246234e+03
3.000000000000000000e+02,2.744666397732619316e+03
3.000000000000000000e+02,2.744857807305781080e+03
3.000000000000000000e+02,2.745049231486553708e+03
3.000000000000000000e+02,2.745240670275768480e+03
3.000000000000000000e+02,2.745432123674250306e+03
3.000000000000000000e+02,2.745623591682829556e+03
3.000000000000000000e+02,2.745815074302333414e+03
3.000000000000000000e+02,2.746006571533585884e+03
3.000000000000000000e+02,2.746198083377430066e+03
3.000000000000000000e+02,2.746389609834684052e+03
3.000000000000000000e+02,2.746581150906179573e+03
3.000000000000000000e+02,2.746772706592746545e+03
3.000000000000000000e+02,2.746964276895209423e+03
3.000000000000000000e+02,2.747155861814397667e+03
3.000000000000000000e+02,2.747347461351139827e+03
3.000000000000000000e+02,2.747539075506270819e+03
3.000000000000000000e+02,2.747730704280616465e+03
3.000000000000000000e+02,2.747922347675003039e+03
3.000000000000000000e+02,2.748114005690262729e+03
3.000000000000000000e+02,2.748305678327222267e+03
3.000000000000000000e+02,2.748497365586713386e+03
3.000000000000000000e+02,2.748689067469561451e+03
3.000000000000000000e+02,2.748880783976595467e+03
3.000000000000000000e+02,2.749072515108650350e+03
3.000000000000000000e+02,2.749264260866545101e+03
3.000000000000000000e+02,2.749456021251118273e+03
3.000000000000000000e+02,2.749647796263197051e+03
3.000000000000000000e+02,2.749839585903609077e+03
3.000000000000000000e+02,2.750031390173184718e+03
3.000000000000000000e+02,2.750223209072753889e+03
3.000000000000000000e+02,2.750415042603145139e+03
3.000000000000000000e+02,2.750606890765181106e+03
3.000000000000000000e+02,2.750798753559703073e+03
3.000000000000000000e+02,2.750990630987534132e+03
3.000000000000000000e+02,2.751182523049506017e+03
3.000000000000000000e+02,2.751374429746445003e+03
3.000000000000000000e+02,2.751566351079182823e+03
3.000000000000000000e+02,2.751758287048550301e+03
3.000000000000000000e+02,2.751950237655375076e+03
3.000000000000000000e+02,2.752142202900487064e+03
3.000000000000000000e+02,2.752334182784715267e+03
3.000000000000000000e+02,2.752526177308886872e+03
3.000000000000000000e+02,2.752718186473835885e+03
3.000000000000000000e+02,2.752910210280393130e+03
3.000000000000000000e+02,2.753102248729386247e+03
3.000000000000000000e+02,2.753294301821643785e+03
3.000000000000000000e+02,2.753486369557998842e+03
3.000000000000000000e+02,2.753678451939276783e+03
3.000000000000000000e+02,2.753870548966311162e+03
3.000000000000000000e+02,2.754062660639927344e+03
3.000000000000000000e+02,2.754254786960962065e+03
3.000000000000000000e+02,2.754446927930242055e+03
3.000000000000000000e+02,2.754639083548595863e+03
3.000000000000000000e+02,2.754831253816854314e+03
3.000000000000000000e+02,2.755023438735852324e+03
3.000000000000000000e+02,2.755215638306411620e+03
3.000000000000000000e+02,2.755407852529368029e+03
3.000000000000000000e+02,2.755600081405549190e+03
3.000000000000000000e+02,2.755792324935788656e+03
3.000000000000000000e+02,2.755984583120904063e+03
3.000000000000000000e+02,2.756176855961745787e+03
3.000000000000000000e+02,2.756369143459130555e+03
3.000000000000000000e+02,2.756561445613894648e+03
3.000000000000000000e+02,2.756753762426867070e+03
3.000000000000000000e+02,2.756946093898876370e+03
3.000000000000000000e+02,2.757138440030747006e+03
3.000000000000000000e+02,2.757330800823321624e+03
3.000000000000000000e+02,2.757523176277426955e+03
3.000000000000000000e+02,2.757715566393892459e+03
3.000000000000000000e+02,2.757907971173547594e+03
3.000000000000000000e+02,2.758100390617220910e+03
3.000000000000000000e+02,2.758292824725749597e+03
3.000000000000000000e+02,2.758485273499956293e+03
3.000000000000000000e+02,2.758677736940677732e+03
3.000000000000000000e+02,2.758870215048741102e+03
3.000000000000000000e+02,2.759062707824979952e+03
3.000000000000000000e+02,2.759255215270218287e+03
3.000000000000000000e+02,2.759447737385296477e+03
3.000000000000000000e+02,2.759640274171044439e+03
3.000000000000000000e+02,2.759832825628284809e+03
3.000000000000000000e+02,2.760025391757857051e+03
3.000000000000000000e+02,2.760217972560585622e+03
3.000000000000000000e+02,2.760410568037299072e+03
3.000000000000000000e+02,2.760603178188842776e+03
3.000000000000000000e+02,2.760795803016033460e+03
3.000000000000000000e+02,2.760988442519710134e+03
3.000000000000000000e+02,2.761181096700699982e+03
3.000000000000000000e+02,2.761373765559836556e+03
3.000000000000000000e+02,2.761566449097946133e+03
3.000000000000000000e+02,2.761759147315866812e+03
3.000000000000000000e+02,2.761951860214424869e+03
3.000000000000000000e+02,2.762144587794451581e+03
3.000000000000000000e+02,2.762337330056779592e+03
3.000000000000000000e+02,2.762530087002235632e+03
3.000000000000000000e+02,2.762722858631660074e+03
3.000000000000000000e+02,2.762915644945879649e+03
3.000000000000000000e+02,2.763108445945728363e+03
3.000000000000000000e+02,2.763301261632031128e+03
3.000000000000000000e+02,2.763494092005624225e+03
3.000000000000000000e+02,2.763686937067332565e+03
3.000000000000000000e+02,2.763879796818000614e+03
3.000000000000000000e+02,2.764072671258451464e+03
3.000000000000000000e+02,2.764265560389516850e+03
3.000000000000000000e+02,2.764458464212032595e+03
3.000000000000000000e+02,2.764651382726821339e+03
3.000000000000000000e+02,2.764844315934722545e+03
3.000000000000000000e+02,2.765037263836565216e+03
3.000000000000000000e+02,2.765230226433185180e+03
3.000000000000000000e+02,2.765423203725405074e+03
3.000000000000000000e+02,2.765616195714068454e+03
3.000000000000000000e+02,2.765809202399989772e+03
3.000000000000000000e+02,2.766002223784019407e+03
3.000000000000000000e+02,2.766195259866979995e+03
3.000000000000000000e+02,2.766388310649707819e+03
3.000000000000000000e+02,2.766581376133035974e+03
3.000000000000000000e+02,2.766774456317782096e+03
3.000000000000000000e+02,2.766967551204787469e+03
3.000000000000000000e+02,2.767160660794889282e+03
3.000000000000000000e+02,2.767353785088919722e+03
3.000000000000000000e+02,2.767546924087709158e+03
3.000000000000000000e+02,2.767740077792082047e+03
3.000000000000000000e+02,2.767933246202876944e+03
3.000000000000000000e+02,2.768126429320922853e+03
3.000000000000000000e+02,2.768319627147060146e+03
3.000000000000000000e+02,2.768512839682107824e+03
3.000000000000000000e+02,2.768706066926908079e+03
3.000000000000000000e+02,2.768899308882288096e+03
3.000000000000000000e+02,2.769092565549083702e+03
3.000000000000000000e+02,2.769285836928125718e+03
3.000000000000000000e+02,2.769479123020248153e+03
3.000000000000000000e+02,2.769672423826286831e+03
3.000000000000000000e+02,2.769865739347056206e+03
3.000000000000000000e+02,2.770059069583412111e+03
3.000000000000000000e+02,2.770252414536174911e+03
3.000000000000000000e+02,2.770445774206179976e+03
3.000000000000000000e+02,2.770639148594255403e+03
3.000000000000000000e+02,2.770832537701242018e+03
3.000000000000000000e+02,2.771025941527965642e+03
3.000000000000000000e+02,2.771219360075266650e+03
3.000000000000000000e+02,2.771412793343969952e+03
3.000000000000000000e+02,2.771606241334903643e+03
3.000000000000000000e+02,2.771799704048914464e+03
3.000000000000000000e+02,2.771993181486829599e+03
3.000000000000000000e+02,2.772186673649475324e+03
3.000000000000000000e+02,2.772380180537691558e+03
3.000000000000000000e+02,2.772573702152301848e+03
3.000000000000000000e+02,2.772767238494158846e+03
3.000000000000000000e+02,2.772960789564077459e+03
3.000000000000000000e+02,2.773154355362898514e+03
3.000000000000000000e+02,2.773347935891447378e+03
3.000000000000000000e+02,2.773541531150567153e+03
3.000000000000000000e+02,2.773735141141088206e+03
3.000000000000000000e+02,2.773928765863840454e+03
3.000000000000000000e+02,2.774122405319661993e+03
3.000000000000000000e+02,2.774316059509372735e+03
3.000000000000000000e+02,2.774509728433823057e+03
3.000000000000000000e+02,2.774703412093840598e+03
3.000000000000000000e+02,2.774897110490255727e+03
3.000000000000000000e+02,2.775090823623901088e+03
3.000000000000000000e+02,2.775284551495604319e+03
3.000000000000000000e+02,2.775478294106217163e+03
3.000000000000000000e+02,2.775672051456557710e+03
3.000000000000000000e+02,2.775865823547460423e+03
3.000000000000000000e+02,2.776059610379761580e+03
3.000000000000000000e+02,2.776253411954300645e+03
3.000000000000000000e+02,2.776447228271903441e+03
3.000000000000000000e+02,2.776641059333398971e+03
3.000000000000000000e+02,2.776834905139632610e+03
3.000000000000000000e+02,2.777028765691430181e+03
3.000000000000000000e+02,2.777222640989632964e+03
3.000000000000000000e+02,2.777416531035067237e+03
