# time(sec)	crack length FEA(mm)
4.560332021869999880e+04	2.569117762532327376e+00
4.560351521869999851e+04	2.547688997552707946e+00
4.560371121870000206e+04	2.551138151583739244e+00
4.560390621870000177e+04	2.551891054895962796e+00
4.560410121870000148e+04	2.543295242065786610e+00
4.560429721869999776e+04	2.559669249436550942e+00
4.560449221869999747e+04	2.579261223640543221e+00
4.560468721869999717e+04	2.564412660406787836e+00
4.560488321870000073e+04	2.567908135093428967e+00
4.560507821870000043e+04	2.581370109944668201e+00
4.560527321870000014e+04	2.588073926111359668e+00
4.560546921869999642e+04	2.579952350707443998e+00
4.560566421869999613e+04	2.541643658740429856e+00
4.560585921870000311e+04	2.608965036736153209e+00
4.560605421870000282e+04	2.524140045878466410e+00
4.560625021869999910e+04	2.514447863771314573e+00
4.560644521869999880e+04	2.618761656104302560e+00
4.560664021869999851e+04	2.591024455653718306e+00
4.560683621870000206e+04	2.561603620868089237e+00
4.560703121870000177e+04	2.582320584986813827e+00
4.560722621870000148e+04	2.623584825365231410e+00
4.560742221869999776e+04	2.585972669160195636e+00
4.560761721869999747e+04	2.561947616420532370e+00
4.560781221869999717e+04	2.560730519387357518e+00
4.560800821870000073e+04	2.575470987112984389e+00
4.560820321870000043e+04	2.619097863166413021e+00
4.560839821870000014e+04	2.591057657336008901e+00
4.560859421869999642e+04	2.562038685533156723e+00
4.560878921869999613e+04	2.608541745943737666e+00
4.560898421870000311e+04	2.570896489245724226e+00
4.560917921870000282e+04	2.557485772750231590e+00
4.560937521869999910e+04	2.593900037308650042e+00
4.560957021869999880e+04	2.546531156437566779e+00
4.560976521869999851e+04	2.544335578344412596e+00
4.560996121870000206e+04	2.603831574267125859e+00
4.561015621870000177e+04	2.582909786302518995e+00
4.561035121870000148e+04	2.561862270343915782e+00
4.561054721869999776e+04	2.552340123505027591e+00
4.561074221869999747e+04	2.637458675357994053e+00
4.561093721869999717e+04	2.560294418454418519e+00
4.561113321870000073e+04	2.556411800255872890e+00
4.561132821870000043e+04	2.566241757982066218e+00
4.561152321870000014e+04	2.587388774255323654e+00
4.561171921869999642e+04	2.563838610979109589e+00
4.561191421869999613e+04	2.570070877287379929e+00
4.561210921870000311e+04	2.582389117144733959e+00
4.561230421870000282e+04	2.561666242435819640e+00
4.561250021869999910e+04	2.566419063282495472e+00
4.561269521869999880e+04	2.585270887759090641e+00
4.561289021869999851e+04	2.561946606409748028e+00
4.561308621870000206e+04	2.560286590274367668e+00
4.561328121870000177e+04	2.578088410232330929e+00
4.561347621870000148e+04	2.633307386821133633e+00
4.561367221869999776e+04	2.569181372128351626e+00
4.561386721869999747e+04	2.565686354702902960e+00
4.561406221869999717e+04	2.584355603597499496e+00
4.561425821870000073e+04	2.577738698572034082e+00
4.561445321870000043e+04	2.567299846102546468e+00
4.561464821870000014e+04	2.580606369777683540e+00
4.561484421869999642e+04	2.589504688827219070e+00
4.561503921869999613e+04	2.580596530624264417e+00
4.561523421870000311e+04	2.580846208275271891e+00
4.561542921870000282e+04	2.608046132468498257e+00
4.561562521869999910e+04	2.601226160148970123e+00
4.561582021869999880e+04	2.586914199339624076e+00
4.561601521869999851e+04	2.587370194989670580e+00
4.561621121870000206e+04	2.599681733446029597e+00
4.561640621870000177e+04	2.603787555424670330e+00
