# time(sec)	crack length FEA(mm)
2.024199221870000110e+04	7.601012505141824249e-01
2.024218721870000081e+04	8.014104226710312417e-01
2.024238321870000073e+04	7.556835026392878518e-01
2.024257821870000043e+04	7.673693899028588561e-01
2.024277321870000014e+04	7.864667414757384734e-01
2.024296921870000006e+04	8.162814781110476758e-01
2.024316421869999976e+04	7.906438447687307303e-01
2.024335921869999947e+04	7.780690531705225510e-01
2.024355421869999918e+04	7.918843712151275582e-01
2.024375021869999910e+04	8.125053144823883855e-01
2.024394521869999880e+04	7.680019475415651442e-01
2.024414021869999851e+04	7.888253499557293935e-01
2.024433621869999843e+04	8.134602475622809692e-01
2.024453121869999813e+04	7.889513052006051907e-01
2.024472621869999784e+04	7.885511595243777094e-01
2.024492221870000139e+04	7.642405327234325085e-01
2.024511721870000110e+04	7.860771219295621393e-01
2.024531221870000081e+04	8.114054922900706401e-01
2.024550821870000073e+04	7.708305399687009896e-01
2.024570321870000043e+04	7.900913285625001947e-01
2.024589821870000014e+04	7.814439389830987182e-01
2.024609421870000006e+04	7.976859457822467192e-01
2.024628921869999976e+04	8.022854118404119106e-01
2.024648421869999947e+04	7.901992832941537870e-01
2.024667921869999918e+04	7.847992742140554867e-01
2.024687521869999910e+04	7.606014413934225615e-01
2.024707021869999880e+04	7.653382681479037331e-01
2.024726521869999851e+04	7.749203244515143751e-01
2.024746121869999843e+04	7.903326598680457948e-01
2.024765621869999813e+04	7.832079724851119806e-01
2.024785121869999784e+04	8.012824147145174436e-01
2.024804721870000139e+04	8.287899384217922716e-01
2.024824221870000110e+04	7.465031558409549461e-01
2.024843721870000081e+04	7.702267028071432264e-01
2.024863321870000073e+04	7.450705374864625696e-01
2.024882821870000043e+04	7.893905703510206706e-01
2.024902321870000014e+04	7.762145782398182092e-01
2.024921921870000006e+04	8.270239258645659675e-01
2.024941421869999976e+04	7.775119650770996316e-01
2.024960921869999947e+04	7.727097306436281343e-01
2.024980421869999918e+04	7.477406252139751075e-01
2.025000021869999910e+04	7.856769832933725439e-01
2.025019521869999880e+04	7.456898312719424382e-01
