# time(sec)	crack length FEA(mm)
2.860292921869999918e+04	1.300240665258360906e+00
2.860312521869999910e+04	1.334231147253571947e+00
2.860332021869999880e+04	1.256457221980699757e+00
2.860351521869999851e+04	1.298135369360620572e+00
2.860371121869999843e+04	1.300221085291571654e+00
2.860390621869999813e+04	1.308683360617520108e+00
2.860410121869999784e+04	1.269707966942579702e+00
2.860429721870000139e+04	1.316370344800857239e+00
2.860449221870000110e+04	1.314646382939098856e+00
2.860468721870000081e+04	1.279758669289767781e+00
2.860488321870000073e+04	1.314470359689803303e+00
2.860507821870000043e+04	1.332951281344421091e+00
2.860527321870000014e+04	1.302023797801123095e+00
2.860546921870000006e+04	1.325958110225480269e+00
2.860566421869999976e+04	1.279037932929192323e+00
2.860585921869999947e+04	1.309182553740802391e+00
2.860605421869999918e+04	1.304516272011619904e+00
2.860625021869999910e+04	1.301579362278191709e+00
2.860644521869999880e+04	1.322070444196805639e+00
2.860664021869999851e+04	1.336881574349686019e+00
2.860683621869999843e+04	1.285485203920604391e+00
2.860703121869999813e+04	1.264574177297436819e+00
2.860722621869999784e+04	1.285115174506843871e+00
2.860742221870000139e+04	1.318523807305860274e+00
2.860761721870000110e+04	1.293422290224135907e+00
2.860781221870000081e+04	1.311222898600508557e+00
2.860800821870000073e+04	1.344468180958330095e+00
2.860820321870000043e+04	1.275477486603740829e+00
2.860839821870000014e+04	1.278923731913648609e+00
2.860859421870000006e+04	1.311617424876844851e+00
2.860878921869999976e+04	1.278198872131667940e+00
2.860898421869999947e+04	1.267664192958115166e+00
2.860917921869999918e+04	1.316379594422302901e+00
2.860937521869999910e+04	1.324885834556763342e+00
2.860957021869999880e+04	1.288267674151239106e+00
2.860976521869999851e+04	1.282189198934538865e+00
2.860996121869999843e+04	1.328096203001148723e+00
2.861015621869999813e+04	1.326823291866052301e+00
2.861035121869999784e+04	1.328529736189889121e+00
2.861054721870000139e+04	1.292681229056073633e+00
2.861074221870000110e+04	1.317354964327568823e+00
2.861093721870000081e+04	1.294457635683702534e+00
2.861113321870000073e+04	1.306078416309626178e+00
2.861132821870000043e+04	1.348164018057316227e+00
2.861152321870000014e+04	1.315936497883358314e+00
2.861171921870000006e+04	1.246063206741387930e+00
2.861191421869999976e+04	1.306886319839700050e+00
2.861210921869999947e+04	1.291189777060129273e+00
2.861230421869999918e+04	1.290619595735222447e+00
