# time(sec)	crack length FEA(mm)
2.823632843700000194e+03	4.418265303093775742e-01
2.823828143700000055e+03	4.561060898408477726e-01
2.824023443699999916e+03	4.228122950983213002e-01
2.824218743700000232e+03	4.018650389922804322e-01
2.824414043700000093e+03	3.629827844242932144e-01
2.824609343699999954e+03	4.062114031125414471e-01
2.824804643700000270e+03	3.858734340153127107e-01
2.825000043699999878e+03	4.001922995335256417e-01
2.825195343700000194e+03	3.806980174399736683e-01
2.825390643700000055e+03	3.996592981731001970e-01
2.825585943699999916e+03	4.223351083058286548e-01
2.825781243700000232e+03	4.069864660021611513e-01
2.825976543700000093e+03	4.172157111989740486e-01
2.826171843699999954e+03	4.478781206770001688e-01
2.826367143700000270e+03	3.842423131138552606e-01
2.826562543699999878e+03	4.004772380801391307e-01
2.826757843700000194e+03	4.202706514412835048e-01
2.826953143700000055e+03	4.348691430466260499e-01
2.827148443699999916e+03	4.411493282629166401e-01
2.827343743700000232e+03	4.653508121548615151e-01
2.827539043700000093e+03	3.807892306909543834e-01
2.827734343699999954e+03	4.110090297575474949e-01
2.827929643700000270e+03	3.787490262766013416e-01
2.828125043699999878e+03	4.554511514019505825e-01
2.828320343700000194e+03	4.315556192247385070e-01
2.828515643700000055e+03	4.372480056828429440e-01
2.828710943699999916e+03	4.388237966861403550e-01
2.828906243700000232e+03	4.114333818482975857e-01
2.829101543700000093e+03	4.103436421109520893e-01
2.829296843699999954e+03	4.053636419054207352e-01
2.829492143700000270e+03	4.113987920765538320e-01
2.829687543699999878e+03	4.091904044182133049e-01
2.829882843700000194e+03	4.051018253848699402e-01
2.830078143700000055e+03	4.230024702193908581e-01
2.830273443699999916e+03	4.288812068530631905e-01
2.830468743700000232e+03	4.275871109405038339e-01
2.830664043700000093e+03	4.288281907777502511e-01
2.830859343699999954e+03	4.183881719279405331e-01
2.831054643700000270e+03	4.124907832722151113e-01
2.831250043699999878e+03	3.963918273955524540e-01
2.831445343700000194e+03	4.080613548354339315e-01
2.831640643700000055e+03	4.202740972971508171e-01
2.831835943699999916e+03	4.182809558162237096e-01
2.832031243700000232e+03	3.885478911076631903e-01
2.832226543700000093e+03	3.998704130370533960e-01
2.832421843699999954e+03	3.860443001421209885e-01
2.832617143700000270e+03	4.172664447762457485e-01
2.832812543699999878e+03	3.970425749891521860e-01
2.833007843700000194e+03	4.126326224992915570e-01
