# time(sec)	crack length FEA(mm)
2.823632854700000280e+03	4.173402084590698280e-01
2.823828154700000141e+03	4.220922111682696709e-01
2.824023454700000002e+03	4.192256008041255200e-01
2.824218754700000318e+03	4.459309702827773947e-01
2.824414054700000179e+03	4.556911768547742270e-01
2.824609354700000040e+03	4.447221164897392498e-01
2.824804654699999901e+03	4.305240920151511830e-01
2.824999954700000217e+03	4.511651122992770269e-01
2.825195354700000280e+03	4.598282817270273881e-01
2.825390654700000141e+03	4.359602334289309766e-01
2.825585954700000002e+03	4.289556323729488696e-01
2.825781254700000318e+03	4.560813925648723455e-01
2.825976554700000179e+03	4.577047403242229251e-01
2.826171854700000040e+03	4.041064950473423067e-01
2.826367154699999901e+03	4.445592164073239871e-01
2.826562454700000217e+03	4.406490614170337494e-01
2.826757854700000280e+03	4.244425280378330001e-01
2.826953154700000141e+03	4.278791157421011349e-01
2.827148454700000002e+03	4.421392415251172991e-01
2.827343754700000318e+03	4.390276038733116337e-01
2.827539054700000179e+03	4.217969261608232046e-01
2.827734354700000040e+03	4.241770753680835782e-01
2.827929654699999901e+03	4.222691806300602479e-01
2.828124954700000217e+03	4.328238964710209302e-01
2.828320354700000280e+03	4.433283819788869096e-01
2.828515654700000141e+03	4.174943273963389601e-01
2.828710954700000002e+03	4.402536175173228372e-01
2.828906254700000318e+03	4.079060473506999074e-01
2.829101554700000179e+03	4.300748426351717058e-01
2.829296854700000040e+03	4.187194541961822836e-01
2.829492154699999901e+03	4.574247460047118352e-01
2.829687454700000217e+03	4.186110843796608805e-01
2.829882854700000280e+03	4.684695521872512813e-01
2.830078154700000141e+03	4.694073490067278698e-01
2.830273454700000002e+03	4.313281169293112782e-01
2.830468754700000318e+03	4.233837405472229420e-01
2.830664054700000179e+03	4.458415593663325183e-01
2.830859354700000040e+03	4.561707663773653110e-01
2.831054654699999901e+03	4.561767109738852355e-01
2.831249954700000217e+03	4.848544414227600186e-01
2.831445354700000280e+03	4.478579148054642189e-01
2.831640654700000141e+03	4.643805514883876384e-01
2.831835954700000002e+03	4.664946261494851143e-01
2.832031254700000318e+03	4.746464220541888324e-01
2.832226554700000179e+03	4.890699709919861249e-01
2.832421854700000040e+03	4.872622539047952728e-01
2.832617154699999901e+03	5.120713758573280927e-01
2.832812454700000217e+03	4.360486643853640487e-01
2.833007854700000280e+03	4.210810413793701912e-01
2.833203154700000141e+03	4.751782168081160052e-01
2.833398454700000002e+03	5.013533153990490376e-01
2.833593754700000318e+03	4.425098396446678350e-01
2.833789054700000179e+03	4.450906450533480552e-01
2.833984354700000040e+03	4.942740961786089571e-01
2.834179654699999901e+03	4.877918001653149815e-01
2.834374954700000217e+03	4.381045265595577831e-01
