# time(sec)	crack length FEA(mm)
1.397148417189999964e+04	4.767191922221662992e-01
1.397168017189999955e+04	4.836635271566471772e-01
1.397187517190000108e+04	4.641079425669776271e-01
1.397207017190000079e+04	4.635244967441227715e-01
1.397226517190000050e+04	5.134196845345186944e-01
1.397246117190000041e+04	5.015720577983238115e-01
1.397265617190000012e+04	4.754181417087828265e-01
1.397285117189999983e+04	4.500601117544089647e-01
1.397304717189999974e+04	4.797129332536513857e-01
1.397324217189999945e+04	4.852571365101336909e-01
1.397343717190000098e+04	4.612666972817685007e-01
1.397363317190000089e+04	4.769320944928860939e-01
1.397382817190000060e+04	4.704189825117861545e-01
1.397402317190000031e+04	5.043388101086954123e-01
1.397421917190000022e+04	4.369304180577877617e-01
1.397441417189999993e+04	4.506860968150299129e-01
1.397460917189999964e+04	4.896982016852433617e-01
1.397480517189999955e+04	4.667266007059378552e-01
1.397500017190000108e+04	4.427644075240255717e-01
1.397519517190000079e+04	4.561720129116437761e-01
1.397539017190000050e+04	4.678840473991119353e-01
1.397558617190000041e+04	4.677431299947283350e-01
1.397578117190000012e+04	4.944940749987836170e-01
1.397597617189999983e+04	5.200179334347687643e-01
1.397617217189999974e+04	4.902368707654787272e-01
1.397636717189999945e+04	4.560660249314363313e-01
1.397656217190000098e+04	4.742744344825329250e-01
1.397675817190000089e+04	4.899808794809406010e-01
1.397695317190000060e+04	4.629904143122232085e-01
1.397714817190000031e+04	5.170363076626482979e-01
1.397734417190000022e+04	4.975164267042568866e-01
1.397753917189999993e+04	4.967385293764614573e-01
1.397773417189999964e+04	4.866132054400562623e-01
1.397793017189999955e+04	4.863798104867385064e-01
1.397812517190000108e+04	5.000380573137306328e-01
1.397832017190000079e+04	4.727788119929918764e-01
1.397851517190000050e+04	5.065453859118225211e-01
1.397871117190000041e+04	4.801674630735437432e-01
1.397890617190000012e+04	4.807330342922337962e-01
1.397910117189999983e+04	4.595160812930227934e-01
1.397929717189999974e+04	5.147638904561429030e-01
1.397949217189999945e+04	4.801725687130105058e-01
1.397968717190000098e+04	4.935146430675203533e-01
1.397988317190000089e+04	4.903807499080201637e-01
1.398007817190000060e+04	5.029333791740349113e-01
1.398027317190000031e+04	4.736037566003759025e-01
1.398046917190000022e+04	5.210958638085632089e-01
1.398066417189999993e+04	5.074174908247996996e-01
1.398085917189999964e+04	5.173658758303787408e-01
1.398105517189999955e+04	4.730976988939836758e-01
1.398125017190000108e+04	4.940038695193962326e-01
1.398144517190000079e+04	5.300207505400322816e-01
1.398164017190000050e+04	4.570644442335787261e-01
1.398183617190000041e+04	5.024494930415563942e-01
1.398203117190000012e+04	4.954786233842689569e-01
1.398222617189999983e+04	4.848150648935085627e-01
1.398242217189999974e+04	5.107278937815848963e-01
1.398261717189999945e+04	4.593720129469822666e-01
1.398281217190000098e+04	5.106180467785321753e-01
1.398300817190000089e+04	4.824101149152681955e-01
1.398320317190000060e+04	5.213946362807568846e-01
1.398339817190000031e+04	5.358768014924049083e-01
1.398359417190000022e+04	4.992191526024303272e-01
1.398378917189999993e+04	4.794280793375804706e-01
1.398398417189999964e+04	4.750355571464517368e-01
1.398418017189999955e+04	5.124122471398848688e-01
1.398437517190000108e+04	5.269807919944149432e-01
1.398457017190000079e+04	5.207878986052421055e-01
1.398476517190000050e+04	5.389833630997831193e-01
1.398496117190000041e+04	5.301623607230165902e-01
1.398515617190000012e+04	4.907611006797392150e-01
1.398535117189999983e+04	4.969471450952216429e-01
1.398554717189999974e+04	5.146006419642894514e-01
1.398574217189999945e+04	5.245964148610564592e-01
1.398593717190000098e+04	4.920273932041219211e-01
1.398613317190000089e+04	4.922761587883623946e-01
1.398632817190000060e+04	5.240298055935959098e-01
1.398652317190000031e+04	4.584817162564895909e-01
1.398671917190000022e+04	4.465397212214821110e-01
1.398691417189999993e+04	4.908730936444438697e-01
1.398710917189999964e+04	5.097583630015645184e-01
1.398730517189999955e+04	4.629008970716324001e-01
1.398750017190000108e+04	4.986529555855661044e-01
1.398769517190000079e+04	4.829365694289045052e-01
1.398789017190000050e+04	4.782104765520056588e-01
1.398808617190000041e+04	4.599668817647994956e-01
1.398828117190000012e+04	5.110637573669656319e-01
1.398847617189999983e+04	4.759745984631962301e-01
1.398867217189999974e+04	4.779944845727879255e-01
1.398886717189999945e+04	5.031696706483188564e-01
1.398906217190000098e+04	4.760075168720927508e-01
1.398925817190000089e+04	4.365338387124246822e-01
1.398945317190000060e+04	5.178864762215873441e-01
1.398964817190000031e+04	5.329566763596442769e-01
1.398984417190000022e+04	4.915083465234495463e-01
1.399003917189999993e+04	4.819011289980892343e-01
1.399023417189999964e+04	4.715094616116832782e-01
1.399043017189999955e+04	4.970797303095899622e-01
1.399062517190000108e+04	4.843174510519538956e-01
1.399082017190000079e+04	4.829612556783775545e-01
1.399101517190000050e+04	5.354582279472097639e-01
1.399121117190000041e+04	4.985193814307926630e-01
1.399140617190000012e+04	5.049017700787761243e-01
1.399160117189999983e+04	4.813736630690907958e-01
1.399179717189999974e+04	5.025830546843970126e-01
1.399199217189999945e+04	5.057410546524039319e-01
1.399218717190000098e+04	5.005497750698140180e-01
1.399238317190000089e+04	5.356736629390184135e-01
1.399257817190000060e+04	5.019953656757518701e-01
1.399277317190000031e+04	4.257839065679185353e-01
1.399296917190000022e+04	4.974609750245466699e-01
1.399316417189999993e+04	5.174264863980511109e-01
1.399335917189999964e+04	5.117241521931497061e-01
1.399355517189999955e+04	5.338329389845810624e-01
1.399375017190000108e+04	5.230885052181992734e-01
1.399394517190000079e+04	4.966429820275859441e-01
1.399414017190000050e+04	5.284741280069837899e-01
1.399433617190000041e+04	5.051853233575407387e-01
1.399453117190000012e+04	5.551827299168756724e-01
1.399472617189999983e+04	5.211461738903633290e-01
1.399492217189999974e+04	4.498624280307552681e-01
1.399511717189999945e+04	5.124111885334947658e-01
1.399531217190000098e+04	5.049665147232413887e-01
1.399550817190000089e+04	4.966881781590295475e-01
1.399570317190000060e+04	4.811381603740159107e-01
1.399589817190000031e+04	5.196277958403463515e-01
1.399609417190000022e+04	5.115023051971014922e-01
1.399628917189999993e+04	5.229940566337436536e-01
1.399648417189999964e+04	5.437726786570014070e-01
1.399668017189999955e+04	5.064324142227949466e-01
1.399687517190000108e+04	4.626332980737259959e-01
1.399707017190000079e+04	4.993711877913256103e-01
1.399726517190000050e+04	5.251363127347374871e-01
1.399746117190000041e+04	4.971187730764334844e-01
1.399765617190000012e+04	4.727849706402764696e-01
1.399785117189999983e+04	4.981216822241556486e-01
1.399804717189999974e+04	5.047086293587828010e-01
1.399824217189999945e+04	4.831586741255655681e-01
1.399843717190000098e+04	5.167405868981411743e-01
1.399863317190000089e+04	5.299006404165496065e-01
1.399882817190000060e+04	5.013810002684611078e-01
1.399902317190000031e+04	4.666154524192940301e-01
1.399921917190000022e+04	5.003607042862761034e-01
1.399941417189999993e+04	4.847204692269144743e-01
1.399960917189999964e+04	4.749923268288966938e-01
1.399980517189999955e+04	4.664169026462321455e-01
1.400000017190000108e+04	4.946800833829776423e-01
1.400019517190000079e+04	4.901895524887471822e-01
1.400039017190000050e+04	4.754747032527504302e-01
1.400058617190000041e+04	5.268750644012207829e-01
1.400078117190000012e+04	4.856355087491053268e-01
1.400097617189999983e+04	4.635419896242325422e-01
1.400117217189999974e+04	4.769197704355185863e-01
1.400136717189999945e+04	5.279804912515491111e-01
1.400156217190000098e+04	5.222097604690993933e-01
1.400175817190000089e+04	5.275237408043089715e-01
1.400195317190000060e+04	5.059115712293973388e-01
1.400214817190000031e+04	5.164120070379762950e-01
1.400234417190000022e+04	5.258281321232267658e-01
1.400253917189999993e+04	5.055623304093970205e-01
1.400273417189999964e+04	5.421120615029000334e-01
1.400293017189999955e+04	4.964004751171007257e-01
1.400312517190000108e+04	5.050640858247277265e-01
1.400332017190000079e+04	4.991955241755121619e-01
1.400351517190000050e+04	4.877060232144572183e-01
1.400371117190000041e+04	4.737858231485958527e-01
1.400390617190000012e+04	4.511720531866494355e-01
1.400410117189999983e+04	4.913325737948603944e-01
1.400429717189999974e+04	4.624840855982963461e-01
1.400449217189999945e+04	4.964682964335924709e-01
1.400468717190000098e+04	4.547185576575785149e-01
1.400488317190000089e+04	4.827823747567698831e-01
1.400507817190000060e+04	4.798311863677184874e-01
1.400527317190000031e+04	4.835997774577105446e-01
1.400546917190000022e+04	5.132194124228632859e-01
1.400566417189999993e+04	5.091574964053897645e-01
1.400585917189999964e+04	5.100408104010369925e-01
1.400605517189999955e+04	4.935763188895982978e-01
1.400625017190000108e+04	5.109445955740632428e-01
1.400644517190000079e+04	5.097532105605715458e-01
1.400664017190000050e+04	5.406083199460436362e-01
1.400683617190000041e+04	5.416105132233610675e-01
1.400703117190000012e+04	4.920489713519735631e-01
1.400722617189999983e+04	4.617956545686077163e-01
1.400742217189999974e+04	4.924220831427668088e-01
1.400761717189999945e+04	4.846732021681852132e-01
1.400781217190000098e+04	4.928753277819843959e-01
1.400800817190000089e+04	4.651337985947670006e-01
1.400820317190000060e+04	4.690795637233833304e-01
1.400839817190000031e+04	5.043737379162038792e-01
