# time(sec)	crack length FEA(mm)
6.585937543699999878e+03	5.601029909410186747e-01
6.586132843699999285e+03	5.595310420152994624e-01
6.586328143699999600e+03	5.851908189137944305e-01
6.586523443699999916e+03	5.771307832488545841e-01
6.586718743699999322e+03	5.637167025653297969e-01
6.586914043699999638e+03	5.700923995351594442e-01
6.587109343699999954e+03	5.489742841902316428e-01
6.587304643699999360e+03	5.531055704313114774e-01
6.587500043699999878e+03	5.784113194884277220e-01
6.587695343699999285e+03	5.924034494488736868e-01
6.587890643699999600e+03	5.647286211946838108e-01
6.588085943699999916e+03	5.973754903926487003e-01
6.588281243699999322e+03	5.805885289992929188e-01
6.588476543699999638e+03	5.806102798516121766e-01
6.588671843699999954e+03	5.870892160755971645e-01
6.588867143699999360e+03	5.958887396469396691e-01
6.589062543699999878e+03	6.118302654692584497e-01
6.589257843699999285e+03	5.955511459948858999e-01
6.589453143699999600e+03	5.932504929911530667e-01
6.589648443699999916e+03	5.969749302189271134e-01
6.589843743699999322e+03	6.410639006674205831e-01
6.590039043699999638e+03	6.060283383431688264e-01
6.590234343699999954e+03	6.008486604944174303e-01
6.590429643699999360e+03	6.053968249216161723e-01
6.590625043699999878e+03	6.489349578265830587e-01
6.590820343699999285e+03	6.228847283778531363e-01
6.591015643699999600e+03	5.929517214084629728e-01
6.591210943699999916e+03	5.594347280088278751e-01
6.591406243699999322e+03	6.277945696420914601e-01
6.591601543699999638e+03	5.756989862835339977e-01
6.591796843699999954e+03	6.157794548837536297e-01
6.591992143699999360e+03	5.995978928226453064e-01
6.592187543699999878e+03	5.813661468596826865e-01
6.592382843699999285e+03	6.205180328574257942e-01
6.592578143699999600e+03	5.863999431431672349e-01
6.592773443699999916e+03	6.033659948231413495e-01
6.592968743699999322e+03	5.809767556900435892e-01
6.593164043699999638e+03	5.802735870848430011e-01
6.593359343699999954e+03	6.004012208542963691e-01
6.593554643699999360e+03	6.048556326568501618e-01
6.593750043699999878e+03	6.099212495713501880e-01
6.593945343699999285e+03	5.896594370839807198e-01
6.594140643699999600e+03	5.811829174582623381e-01
6.594335943699999916e+03	5.846995985190233114e-01
6.594531243699999322e+03	5.939830608340166407e-01
6.594726543699999638e+03	6.201693073888492336e-01
6.594921843699999954e+03	5.722359741821883006e-01
6.595117143699999360e+03	6.124021630475589006e-01
6.595312543699999878e+03	6.219289422293989844e-01
6.595507843699999285e+03	5.782566783659390808e-01
6.595703143699999600e+03	6.119652411455884788e-01
6.595898443699999916e+03	6.049631782270736835e-01
6.596093743699999322e+03	6.278037009360470933e-01
6.596289043699999638e+03	6.054883295339763549e-01
6.596484343699999954e+03	6.420212147147630333e-01
6.596679643699999360e+03	5.935881773788409532e-01
6.596875043699999878e+03	5.919375659536445511e-01
6.597070343699999285e+03	6.303936890097094903e-01
6.597265643699999600e+03	5.838797415127316981e-01
6.597460943699999916e+03	6.135847634164122155e-01
6.597656243699999322e+03	6.328165309711124564e-01
6.597851543699999638e+03	6.223496486954758211e-01
6.598046843699999954e+03	6.031657596822288525e-01
6.598242143699999360e+03	5.897155297194061063e-01
6.598437543699999878e+03	5.703283945276993450e-01
6.598632843699999285e+03	5.559075552248256002e-01
6.598828143699999600e+03	6.003989305556487466e-01
6.599023443699999916e+03	5.967185564688364252e-01
6.599218743699999322e+03	6.054128144215802365e-01
6.599414043699999638e+03	5.972381435750122591e-01
6.599609343699999954e+03	5.754309658137639616e-01
6.599804643699999360e+03	5.814268328120100193e-01
6.600000043699999878e+03	5.792679966979150663e-01
6.600195343699999285e+03	6.065362987656630622e-01
6.600390643699999600e+03	5.778191463330486499e-01
6.600585943699999916e+03	5.839530312680718538e-01
6.600781243699999322e+03	5.943504475521734776e-01
6.600976543699999638e+03	5.654036008721252671e-01
6.601171843699999954e+03	5.970996162742743252e-01
6.601367143699999360e+03	5.617970098178091121e-01
6.601562543699999878e+03	5.732727721728725356e-01
6.601757843699999285e+03	5.391414948178230304e-01
6.601953143699999600e+03	5.924686802967151777e-01
6.602148443699999916e+03	5.971603222172525705e-01
6.602343743699999322e+03	5.553308701614625420e-01
6.602539043699999638e+03	5.584856278627867709e-01
6.602734343699999954e+03	5.861171490547718577e-01
