# time(sec)	crack length FEA(mm)
2.581601521869999851e+04	1.179255496778672807e+00
2.581621121869999843e+04	1.132078856675063250e+00
2.581640621869999813e+04	1.101279720917588634e+00
2.581660121869999784e+04	1.137329159633695852e+00
2.581679721870000139e+04	1.165372406773133918e+00
2.581699221870000110e+04	1.157418261320373176e+00
2.581718721870000081e+04	1.143773666083038876e+00
2.581738321870000073e+04	1.138533034220415630e+00
2.581757821870000043e+04	1.102419549991008552e+00
2.581777321870000014e+04	1.104588574471637941e+00
2.581796921870000006e+04	1.149559344159269969e+00
2.581816421869999976e+04	1.134422456605044260e+00
2.581835921869999947e+04	1.099137681613953532e+00
2.581855421869999918e+04	1.117114497571002119e+00
2.581875021869999910e+04	1.088778851235350231e+00
2.581894521869999880e+04	1.127775036044331713e+00
2.581914021869999851e+04	1.113189132566485995e+00
2.581933621869999843e+04	1.120127710688716860e+00
2.581953121869999813e+04	1.117733637939558378e+00
2.581972621869999784e+04	1.129553403760588992e+00
2.581992221870000139e+04	1.161081879693327323e+00
2.582011721870000110e+04	1.113493059597395529e+00
2.582031221870000081e+04	1.108070320150233101e+00
2.582050821870000073e+04	1.065211109942810097e+00
2.582070321870000043e+04	1.087683269892135485e+00
2.582089821870000014e+04	1.098910855588879798e+00
2.582109421870000006e+04	1.104906162124642321e+00
2.582128921869999976e+04	1.152955328782745426e+00
2.582148421869999947e+04	1.102973379483593419e+00
2.582167921869999918e+04	1.118647205986267323e+00
2.582187521869999910e+04	1.101023745485438354e+00
2.582207021869999880e+04	1.121315778527478102e+00
2.582226521869999851e+04	1.149977453513255199e+00
2.582246121869999843e+04	1.181814208977801428e+00
2.582265621869999813e+04	1.105366786799891088e+00
2.582285121869999784e+04	1.155677353788572503e+00
2.582304721870000139e+04	1.159202643815273603e+00
2.582324221870000110e+04	1.127220798526501255e+00
2.582343721870000081e+04	1.135446963768409034e+00
2.582363321870000073e+04	1.148657356484141800e+00
2.582382821870000043e+04	1.114394322110715763e+00
2.582402321870000014e+04	1.089605802120027889e+00
2.582421921870000006e+04	1.143159326272789045e+00
2.582441421869999976e+04	1.124652148331136914e+00
2.582460921869999947e+04	1.118099123190178901e+00
2.582480421869999918e+04	1.160223125896870044e+00
2.582500021869999910e+04	1.132296940359854176e+00
2.582519521869999880e+04	1.153910258219269735e+00
2.582539021869999851e+04	1.131210625299107875e+00
2.582558621869999843e+04	1.157425514087918827e+00
2.582578121869999813e+04	1.163668517222316012e+00
2.582597621869999784e+04	1.108360764108319074e+00
2.582617221870000139e+04	1.130412283336507784e+00
2.582636721870000110e+04	1.162406566321196877e+00
2.582656221870000081e+04	1.154829866438520369e+00
2.582675821870000073e+04	1.153138830824449457e+00
2.582695321870000043e+04	1.159349657543820911e+00
2.582714821870000014e+04	1.144224130016677776e+00
2.582734421870000006e+04	1.133241229438606723e+00
2.582753921869999976e+04	1.124526797470368322e+00
2.582773421869999947e+04	1.154946549981454851e+00
2.582792921869999918e+04	1.142878715421742797e+00
2.582812521869999910e+04	1.130528101060887636e+00
2.582832021869999880e+04	1.156953273699034668e+00
2.582851521869999851e+04	1.174328006496349275e+00
2.582871121869999843e+04	1.141690651838374038e+00
2.582890621869999813e+04	1.131589438394771108e+00
2.582910121869999784e+04	1.159189124236561952e+00
2.582929721870000139e+04	1.129435519417382849e+00
2.582949221870000110e+04	1.148749079539710394e+00
2.582968721870000081e+04	1.156560359654740466e+00
2.582988321870000073e+04	1.157617308690534585e+00
2.583007821870000043e+04	1.126388969687933894e+00
2.583027321870000014e+04	1.116816895455400527e+00
2.583046921870000006e+04	1.187533366402924173e+00
2.583066421869999976e+04	1.130470730122576484e+00
2.583085921869999947e+04	1.132494137197856077e+00
2.583105421869999918e+04	1.148189151332488223e+00
2.583125021869999910e+04	1.166944692197047218e+00
2.583144521869999880e+04	1.139864179157164870e+00
2.583164021869999851e+04	1.131060389182723114e+00
2.583183621869999843e+04	1.152979330106669309e+00
2.583203121869999813e+04	1.129864382536634793e+00
2.583222621869999784e+04	1.137347889429442205e+00
2.583242221870000139e+04	1.097684144372607307e+00
2.583261721870000110e+04	1.160088651829864759e+00
2.583281221870000081e+04	1.138935745931151544e+00
2.583300821870000073e+04	1.125858728586234037e+00
2.583320321870000043e+04	1.178936845988891591e+00
2.583339821870000014e+04	1.109252710827233201e+00
2.583359421870000006e+04	1.160684826319497986e+00
2.583378921869999976e+04	1.146003414703592682e+00
2.583398421869999947e+04	1.121920192393321969e+00
2.583417921869999918e+04	1.138672828112625268e+00
2.583437521869999910e+04	1.108694990094921451e+00
2.583457021869999880e+04	1.168806577732317109e+00
2.583476521869999851e+04	1.141588418245760295e+00
2.583496121869999843e+04	1.125407826045330850e+00
2.583515621869999813e+04	1.143863347433271116e+00
2.583535121869999784e+04	1.155085172507288149e+00
2.583554721870000139e+04	1.138791741883789399e+00
2.583574221870000110e+04	1.126450564394438913e+00
2.583593721870000081e+04	1.194540770679687114e+00
2.583613321870000073e+04	1.174143684349404637e+00
2.583632821870000043e+04	1.159478853386241681e+00
2.583652321870000014e+04	1.168677432777396774e+00
2.583671921870000006e+04	1.151114050267562305e+00
2.583691421869999976e+04	1.147672923605181694e+00
2.583710921869999947e+04	1.137559741208820085e+00
2.583730421869999918e+04	1.175966531477502741e+00
2.583750021869999910e+04	1.145633163203463312e+00
2.583769521869999880e+04	1.122758544544206316e+00
2.583789021869999851e+04	1.141115951753590707e+00
2.583808621869999843e+04	1.144894792956897334e+00
2.583828121869999813e+04	1.086519653359648174e+00
2.583847621869999784e+04	1.152831291702582917e+00
2.583867221870000139e+04	1.146445505156510336e+00
2.583886721870000110e+04	1.160058390583040833e+00
2.583906221870000081e+04	1.129340494349342805e+00
2.583925821870000073e+04	1.106850183445185820e+00
2.583945321870000043e+04	1.140164628528633983e+00
2.583964821870000014e+04	1.128142428674273390e+00
2.583984421870000006e+04	1.140617311534333211e+00
2.584003921869999976e+04	1.205516091785412414e+00
2.584023421869999947e+04	1.195430641313429021e+00
2.584042921869999918e+04	1.152318299683400937e+00
2.584062521869999910e+04	1.159104693845245393e+00
2.584082021869999880e+04	1.158525222847092806e+00
2.584101521869999851e+04	1.110317063327757481e+00
2.584121121869999843e+04	1.130331873949188548e+00
2.584140621869999813e+04	1.199235144277261966e+00
2.584160121869999784e+04	1.143621359316258079e+00
2.584179721870000139e+04	1.129492892859104813e+00
2.584199221870000110e+04	1.166492511959379641e+00
2.584218721870000081e+04	1.156960616151046395e+00
2.584238321870000073e+04	1.182031835234393924e+00
2.584257821870000043e+04	1.121477644580611610e+00
2.584277321870000014e+04	1.128737255583050825e+00
2.584296921870000006e+04	1.149036965808766908e+00
2.584316421869999976e+04	1.165842241587654371e+00
2.584335921869999947e+04	1.145865814047130726e+00
2.584355421869999918e+04	1.195006986969486817e+00
2.584375021869999910e+04	1.150972269740053733e+00
2.584394521869999880e+04	1.149441559236956678e+00
2.584414021869999851e+04	1.176798589948926832e+00
2.584433621869999843e+04	1.180214733198983623e+00
2.584453121869999813e+04	1.155517870160888805e+00
2.584472621869999784e+04	1.162324116879835501e+00
2.584492221870000139e+04	1.207750483740069214e+00
2.584511721870000110e+04	1.160512842397301014e+00
2.584531221870000081e+04	1.163840478226745745e+00
2.584550821870000073e+04	1.141479912171355693e+00
2.584570321870000043e+04	1.193125347838355665e+00
2.584589821870000014e+04	1.138540382381425076e+00
2.584609421870000006e+04	1.156523825839048669e+00
2.584628921869999976e+04	1.173103042575627697e+00
2.584648421869999947e+04	1.135346854224138724e+00
2.584667921869999918e+04	1.113683056869284371e+00
2.584687521869999910e+04	1.178044296770515587e+00
2.584707021869999880e+04	1.182754468846985318e+00
2.584726521869999851e+04	1.149462339585177517e+00
2.584746121869999843e+04	1.177738154562909756e+00
2.584765621869999813e+04	1.203283543877329720e+00
2.584785121869999784e+04	1.204510162182049982e+00
2.584804721870000139e+04	1.195181849231239823e+00
2.584824221870000110e+04	1.175611242542441204e+00
2.584843721870000081e+04	1.226987830757087394e+00
2.584863321870000073e+04	1.147637540588469562e+00
2.584882821870000043e+04	1.196063292672329581e+00
2.584902321870000014e+04	1.198929186953606063e+00
2.584921921870000006e+04	1.140125918891870427e+00
2.584941421869999976e+04	1.182324415508759330e+00
2.584960921869999947e+04	1.224877937321435795e+00
2.584980421869999918e+04	1.178381746419789877e+00
2.585000021869999910e+04	1.164012437982291814e+00
2.585019521869999880e+04	1.158479290747763457e+00
2.585039021869999851e+04	1.211718452189835205e+00
2.585058621869999843e+04	1.205291443548844654e+00
2.585078121869999813e+04	1.161508201067928070e+00
2.585097621869999784e+04	1.180239601442751862e+00
2.585117221870000139e+04	1.183495773714803079e+00
2.585136721870000110e+04	1.165256669694066716e+00
2.585156221870000081e+04	1.184985826380298590e+00
2.585175821870000073e+04	1.206783160759654194e+00
2.585195321870000043e+04	1.179980272680261066e+00
