# time(sec)	crack length FEA(mm)
2.266210918700000093e+03	2.923086180184810701e-01
2.266406218699999954e+03	2.535363176714700018e-01
2.266601518700000270e+03	2.363058548518726099e-01
2.266796918699999878e+03	2.460248128804458645e-01
2.266992218700000194e+03	2.685125052382364430e-01
2.267187518700000055e+03	2.733364675667449006e-01
2.267382818699999916e+03	2.538110981839523106e-01
2.267578118700000232e+03	2.654567854273217620e-01
2.267773418700000093e+03	2.833035904296821172e-01
2.267968718699999954e+03	2.303236555285685938e-01
2.268164018700000270e+03	2.231355414679754290e-01
2.268359418699999878e+03	2.669014371231881455e-01
2.268554718700000194e+03	2.311422903282220886e-01
2.268750018700000055e+03	2.555301176291031595e-01
2.268945318699999916e+03	2.157405900126860843e-01
2.269140618700000232e+03	3.060286717644338239e-01
2.269335918700000093e+03	2.548431801341521918e-01
2.269531218699999954e+03	2.450637995696531846e-01
2.269726518700000270e+03	2.749352346330429242e-01
2.269921918699999878e+03	2.609698442359373871e-01
2.270117218700000194e+03	2.294854872311358207e-01
2.270312518700000055e+03	2.560612701589235485e-01
2.270507818699999916e+03	2.826660390874717876e-01
2.270703118700000232e+03	2.261574659622596073e-01
2.270898418700000093e+03	2.708748818424346894e-01
2.271093718699999954e+03	2.598558196124489683e-01
2.271289018700000270e+03	2.441969157279615388e-01
2.271484418699999878e+03	2.472368452021544982e-01
2.271679718700000194e+03	2.375497532023942426e-01
2.271875018700000055e+03	2.648923183307907436e-01
2.272070318699999916e+03	2.395903093600679767e-01
2.272265618700000232e+03	2.720640792047230860e-01
2.272460918700000093e+03	2.513681423425744299e-01
2.272656218699999954e+03	2.437001321995158065e-01
2.272851518700000270e+03	2.361910877134576481e-01
2.273046918699999878e+03	2.399756607284775356e-01
2.273242218700000194e+03	2.781951561941813367e-01
2.273437518700000055e+03	2.745612312411704892e-01
2.273632818699999916e+03	2.184698065745482864e-01
2.273828118700000232e+03	2.731634995167002700e-01
2.274023418700000093e+03	2.197525145207439579e-01
2.274218718699999954e+03	1.995411688315158472e-01
2.274414018700000270e+03	2.357872735628347982e-01
2.274609418699999878e+03	2.426600212561496051e-01
2.274804718700000194e+03	2.612131879059411688e-01
2.275000018700000055e+03	2.413633524495946148e-01
2.275195318699999916e+03	2.652686404374406948e-01
2.275390618700000232e+03	2.969605608701400001e-01
2.275585918700000093e+03	2.283895545919065739e-01
2.275781218699999954e+03	2.430464223019335179e-01
2.275976518700000270e+03	2.810094153228597236e-01
2.276171918699999878e+03	2.612780717179283840e-01
2.276367218700000194e+03	2.396325334410853714e-01
2.276562518700000055e+03	2.551947590459633375e-01
2.276757818699999916e+03	2.544039550804519934e-01
2.276953118700000232e+03	2.585232504278796029e-01
2.277148418700000093e+03	2.826001248992131565e-01
2.277343718699999954e+03	2.593431349054515778e-01
2.277539018700000270e+03	2.427076511493417854e-01
2.277734418699999878e+03	2.219331791064131920e-01
2.277929718700000194e+03	2.743374709231396480e-01
2.278125018700000055e+03	2.311769479332621557e-01
2.278320318699999916e+03	2.475787989912081599e-01
2.278515618700000232e+03	2.458841264954862993e-01
2.278710918700000093e+03	2.696239884673641285e-01
2.278906218699999954e+03	2.519664570013091520e-01
2.279101518700000270e+03	2.429371063981058398e-01
2.279296918699999878e+03	2.702716064094481396e-01
2.279492218700000194e+03	2.421751264781519808e-01
2.279687518700000055e+03	2.478276925204188075e-01
2.279882818699999916e+03	2.471773255967413263e-01
2.280078118700000232e+03	2.711775913341831767e-01
2.280273418700000093e+03	2.498868807703313877e-01
2.280468718699999954e+03	2.487604634452029728e-01
2.280664018700000270e+03	1.833930895205497791e-01
2.280859418699999878e+03	2.650804754497482207e-01
2.281054718700000194e+03	2.368255134064511935e-01
2.281250018700000055e+03	2.178186839843743172e-01
2.281445318699999916e+03	2.366977572647535055e-01
2.281640618700000232e+03	2.528558028217702258e-01
2.281835918700000093e+03	1.930306927257703364e-01
2.282031218699999954e+03	1.967014488381035875e-01
2.282226518700000270e+03	2.002166201448236649e-01
2.282421918699999878e+03	2.733353904086062158e-01
2.282617218700000194e+03	2.306820818865453759e-01
2.282812518700000055e+03	2.570781132099035915e-01
2.283007818699999916e+03	2.450259167948267702e-01
2.283203118700000232e+03	2.098271588550559841e-01
2.283398418700000093e+03	2.401477711980746221e-01
2.283593718699999954e+03	2.295309655547494998e-01
2.283789018700000270e+03	2.246974560939847265e-01
2.283984418699999878e+03	2.374858863652828944e-01
2.284179718700000194e+03	2.187948264046788438e-01
2.284375018700000055e+03	2.593993736277049322e-01
2.284570318699999916e+03	2.454793814544782293e-01
2.284765618700000232e+03	1.830752094815313313e-01
2.284960918700000093e+03	2.291996016532653613e-01
2.285156218699999954e+03	2.198608431698581001e-01
2.285351518700000270e+03	2.221693201212282531e-01
2.285546918699999878e+03	2.512956487955086970e-01
2.285742218700000194e+03	2.529239610874682853e-01
2.285937518700000055e+03	2.385987342548112622e-01
2.286132818699999916e+03	2.801902432959337830e-01
2.286328118700000232e+03	2.961235536462787366e-01
2.286523418700000093e+03	2.423039330926197721e-01
2.286718718699999954e+03	2.148304219404160165e-01
2.286914018700000270e+03	2.640639586762354440e-01
2.287109418699999878e+03	2.507892754948759517e-01
2.287304718700000194e+03	2.465204532294666961e-01
2.287500018700000055e+03	2.605004303469016236e-01
2.287695318699999916e+03	2.735061936782443581e-01
2.287890618700000232e+03	2.629360169451651075e-01
2.288085918700000093e+03	2.528136011079507028e-01
2.288281218699999954e+03	2.640736938617820329e-01
2.288476518700000270e+03	2.601229678258558664e-01
2.288671918699999878e+03	2.398457634943458316e-01
2.288867218700000194e+03	2.166084620041726083e-01
2.289062518700000055e+03	2.639341868035476324e-01
2.289257818699999916e+03	2.427065726675010637e-01
2.289453118700000232e+03	2.496802148660108855e-01
2.289648418700000093e+03	2.014623167619777888e-01
2.289843718699999954e+03	2.371091449555802200e-01
2.290039018700000270e+03	2.444620655660330044e-01
2.290234418699999878e+03	2.429868927021594516e-01
2.290429718700000194e+03	2.762442255068684460e-01
2.290625018700000055e+03	2.395123698976515669e-01
2.290820318699999916e+03	2.545207851462478743e-01
2.291015618700000232e+03	2.311823614356622869e-01
2.291210918700000093e+03	2.547826007118931813e-01
2.291406218699999954e+03	2.651204828057345253e-01
2.291601518700000270e+03	2.281762080921616587e-01
2.291796918699999878e+03	2.694996600194876635e-01
2.291992218700000194e+03	2.561283417646684768e-01
2.292187518700000055e+03	2.273228131754319037e-01
2.292382818699999916e+03	2.633848272091334763e-01
2.292578118700000232e+03	2.263069249694282803e-01
2.292773418700000093e+03	2.592490348730969174e-01
2.292968718699999954e+03	2.152302469613047720e-01
2.293164018700000270e+03	2.369619080358482677e-01
2.293359418699999878e+03	2.531241133473898230e-01
2.293554718700000194e+03	2.697353513843285810e-01
2.293750018700000055e+03	2.365072191754329367e-01
2.293945318699999916e+03	2.819376966500382053e-01
2.294140618700000232e+03	2.614154290016994509e-01
2.294335918700000093e+03	1.861204182062330403e-01
2.294531218699999954e+03	2.285650008146902223e-01
2.294726518700000270e+03	2.545911226780983583e-01
2.294921918699999878e+03	2.211228964224076776e-01
2.295117218700000194e+03	2.276314657644320505e-01
2.295312518700000055e+03	2.276639606746773126e-01
2.295507818699999916e+03	2.398295286171414631e-01
2.295703118700000232e+03	2.525809931993414637e-01
2.295898418700000093e+03	2.457152999274256899e-01
2.296093718699999954e+03	2.324600919102408625e-01
2.296289018700000270e+03	2.574199228402900275e-01
2.296484418699999878e+03	2.525788277952969452e-01
2.296679718700000194e+03	2.696153420554487923e-01
2.296875018700000055e+03	2.909820983272677353e-01
2.297070318699999916e+03	2.508671797485355626e-01
2.297265618700000232e+03	2.581143805426915350e-01
2.297460918700000093e+03	2.644435352040463982e-01
2.297656218699999954e+03	2.736813043502870357e-01
2.297851518700000270e+03	2.456070833651580188e-01
2.298046918699999878e+03	2.503251072060095339e-01
2.298242218700000194e+03	3.255206978441549381e-01
2.298437518700000055e+03	2.750638721545151100e-01
2.298632818699999916e+03	2.612845656640416792e-01
2.298828118700000232e+03	2.883396862077685086e-01
2.299023418700000093e+03	2.684508816480484228e-01
2.299218718699999954e+03	2.467249886886477839e-01
2.299414018700000270e+03	2.632366676715029996e-01
2.299609418699999878e+03	2.688541767220655743e-01
2.299804718700000194e+03	2.958135860905546366e-01
2.300000018700000055e+03	2.188045699546634637e-01
2.300195318699999916e+03	2.909421417622972683e-01
2.300390618700000232e+03	2.592414626295447277e-01
2.300585918700000093e+03	2.243606037918937091e-01
2.300781218699999954e+03	2.575443301247641870e-01
2.300976518700000270e+03	2.881635742028159086e-01
2.301171918699999878e+03	2.782481122741806701e-01
2.301367218700000194e+03	2.280505845341629367e-01
2.301562518700000055e+03	2.480257198681670161e-01
2.301757818699999916e+03	2.715451635290744292e-01
2.301953118700000232e+03	2.306961647106060553e-01
2.302148418700000093e+03	2.597682065647965999e-01
2.302343718699999954e+03	2.644565214457372804e-01
2.302539018700000270e+03	2.805036452474691799e-01
2.302734418699999878e+03	2.657671309917439828e-01
2.302929718700000194e+03	2.575021456344739335e-01
2.303125018700000055e+03	2.772894171154209886e-01
2.303320318699999916e+03	2.877681644795675453e-01
2.303515618700000232e+03	2.334833099670632350e-01
2.303710918700000093e+03	3.020111648846572905e-01
2.303906218699999954e+03	2.563684990068857417e-01
2.304101518700000270e+03	2.470279914623869644e-01
2.304296918699999878e+03	2.353888561724239992e-01
2.304492218700000194e+03	2.692153005940927102e-01
2.304687518700000055e+03	2.646241343902051568e-01
2.304882818699999916e+03	2.445583781929077105e-01
2.305078118700000232e+03	2.590586689015879074e-01
2.305273418700000093e+03	2.829307894039132520e-01
2.305468718699999954e+03	2.535969001204492201e-01
2.305664018700000270e+03	2.446850157163993345e-01
2.305859418699999878e+03	2.737213071882820259e-01
2.306054718700000194e+03	2.357970197875420837e-01
2.306250018700000055e+03	2.265257112481915414e-01
2.306445318699999916e+03	2.363448296186163589e-01
2.306640618700000232e+03	2.398998889737580242e-01
2.306835918700000093e+03	2.518323005206219989e-01
2.307031218699999954e+03	2.357786154153700409e-01
2.307226518700000270e+03	2.722824553480212018e-01
2.307421918699999878e+03	2.651248114361770547e-01
2.307617218700000194e+03	1.993774502000604798e-01
2.307812518700000055e+03	2.464446920444487432e-01
2.308007818699999916e+03	2.749828029234002713e-01
2.308203118700000232e+03	2.840156775085151963e-01
2.308398418700000093e+03	1.930296102352322407e-01
2.308593718699999954e+03	2.263664943450613976e-01
2.308789018700000270e+03	2.497072623113094636e-01
2.308984418699999878e+03	2.560266563821578245e-01
2.309179718700000194e+03	2.712478633179564724e-01
2.309375018700000055e+03	2.358230035016166681e-01
2.309570318699999916e+03	2.375962955455772629e-01
2.309765618700000232e+03	2.177384988302684121e-01
2.309960918700000093e+03	1.922259868963855922e-01
2.310156218699999954e+03	3.035530285738357037e-01
2.310351518700000270e+03	2.112522725128975765e-01
2.310546918699999878e+03	2.231799613311498121e-01
2.310742218700000194e+03	2.184394680726597926e-01
2.310937518700000055e+03	2.468299561968443356e-01
2.311132818699999916e+03	2.180873712439321821e-01
2.311328118700000232e+03	2.403848279491782591e-01
2.311523418700000093e+03	2.658158035560891364e-01
2.311718718699999954e+03	2.366717744609410090e-01
2.311914018700000270e+03	2.302770996293457273e-01
2.312109418699999878e+03	2.319609168999914317e-01
2.312304718700000194e+03	2.819463480692832036e-01
2.312500018700000055e+03	2.151955672316177015e-01
2.312695318699999916e+03	2.377132229196803337e-01
2.312890618700000232e+03	2.972456797994631472e-01
2.313085918700000093e+03	2.704716194654661621e-01
2.313281218699999954e+03	2.124031419689149658e-01
2.313476518700000270e+03	2.192346689875002141e-01
2.313671918699999878e+03	2.842361208454740051e-01
2.313867218700000194e+03	2.075067046285532513e-01
2.314062518700000055e+03	2.598623046381014490e-01
2.314257818699999916e+03	2.575291846001164231e-01
2.314453118700000232e+03	2.572403771978581943e-01
2.314648418700000093e+03	2.246887941016204593e-01
2.314843718699999954e+03	2.303193208570952777e-01
2.315039018700000270e+03	2.705224281167613043e-01
2.315234418699999878e+03	2.615603570705289371e-01
